type,key,src_lat,src_long,dest_lat,dest_long,src,dest,order_hour,Load
Shipment,MotherHub_ABL-MotherHub_BNO-17,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,17,38
Shipment,MotherHub_ABL-MotherHub_BNO-18,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,18,36
Shipment,MotherHub_ABL-MotherHub_BNO-19,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,19,41
Shipment,MotherHub_ABL-MotherHub_BNO-20,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,20,44
Shipment,MotherHub_ABL-MotherHub_BNO-21,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,21,47
Shipment,MotherHub_ABL-MotherHub_BNO-22,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,22,51
Shipment,MotherHub_ABL-MotherHub_BNO-23,30.396612,76.8116,28.544563,77.031259,MotherHub_ABL,MotherHub_BNO,23,45
Shipment,MotherHub_ABL-MotherHub_CHN-0,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,0,6
Shipment,MotherHub_ABL-MotherHub_CHN-1,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,1,4
Shipment,MotherHub_ABL-MotherHub_CHN-2,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,2,2
Shipment,MotherHub_ABL-MotherHub_CHN-3,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,3,1
Shipment,MotherHub_ABL-MotherHub_CHN-4,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,4,1
Shipment,MotherHub_ABL-MotherHub_CHN-5,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,5,1
Shipment,MotherHub_ABL-MotherHub_CHN-6,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,6,2
Shipment,MotherHub_ABL-MotherHub_CHN-7,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,7,4
Shipment,MotherHub_ABL-MotherHub_CHN-8,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,8,8
Shipment,MotherHub_ABL-MotherHub_CHN-9,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,9,10
Shipment,MotherHub_ABL-MotherHub_CHN-10,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,10,11
Shipment,MotherHub_ABL-MotherHub_CHN-11,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,11,14
Shipment,MotherHub_ABL-MotherHub_CHN-12,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,12,15
Shipment,MotherHub_ABL-MotherHub_CHN-13,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,13,12
Shipment,MotherHub_ABL-MotherHub_CHN-14,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,14,12
Shipment,MotherHub_ABL-MotherHub_CHN-15,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,15,15
Shipment,MotherHub_ABL-MotherHub_CHN-16,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,16,13
Shipment,MotherHub_ABL-MotherHub_CHN-17,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,17,13
Shipment,MotherHub_ABL-MotherHub_CHN-18,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,18,13
Shipment,MotherHub_ABL-MotherHub_CHN-19,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,19,14
Shipment,MotherHub_ABL-MotherHub_CHN-20,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,20,16
Shipment,MotherHub_ABL-MotherHub_CHN-21,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,21,16
Shipment,MotherHub_ABL-MotherHub_CHN-22,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,22,15
Shipment,MotherHub_ABL-MotherHub_CHN-23,30.396612,76.8116,13.04591,80.067723,MotherHub_ABL,MotherHub_CHN,23,12
Shipment,MotherHub_ABL-MotherHub_CJB-0,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,0,1
Shipment,MotherHub_ABL-MotherHub_CJB-1,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,1,1
Shipment,MotherHub_ABL-MotherHub_CJB-2,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,2,0
Shipment,MotherHub_ABL-MotherHub_CJB-3,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,3,0
Shipment,MotherHub_ABL-MotherHub_CJB-4,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,4,0
Shipment,MotherHub_ABL-MotherHub_CJB-5,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,5,0
Shipment,MotherHub_ABL-MotherHub_CJB-6,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,6,1
Shipment,MotherHub_ABL-MotherHub_CJB-7,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,7,1
Shipment,MotherHub_ABL-MotherHub_CJB-8,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,8,2
Shipment,MotherHub_ABL-MotherHub_CJB-9,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,9,2
Shipment,MotherHub_ABL-MotherHub_CJB-10,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,10,4
Shipment,MotherHub_ABL-MotherHub_CJB-11,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,11,3
Shipment,MotherHub_ABL-MotherHub_CJB-12,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,12,4
Shipment,MotherHub_ABL-MotherHub_CJB-13,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,13,3
Shipment,MotherHub_ABL-MotherHub_CJB-14,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,14,4
Shipment,MotherHub_ABL-MotherHub_CJB-15,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,15,3
Shipment,MotherHub_ABL-MotherHub_CJB-16,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,16,4
Shipment,MotherHub_ABL-MotherHub_CJB-17,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,17,4
Shipment,MotherHub_ABL-MotherHub_CJB-18,30.396612,76.8116,11.0633423,77.0910944,MotherHub_ABL,MotherHub_CJB,18,4
