Size,Mileage,Speed,KMperTyper,Costoftyre,Numberoftyres,Repaircharge,ContainerFactor,VehicleCost,Interest,loadperiod,AMC,Insurance,Capacity,factor
24,55,11,250000,20000,8,1,1,1600000,14,10,3,1,5500,30
