Type,key,dest_mh_lat,dest_mh_long,DH_lat,DH_long,dest_mh,DH,ready_time,Load
Shipment,MOTHERHUB_GAU-GANGTOKHUB_GGT,26.043197,91.705232,27.312638,88.595769,MOTHERHUB_GAU,GANGTOKHUB_GGT,72000,646
Shipment,MOTHERHUB_GAU-SIBSAGARHUB_SBS,26.043197,91.705232,26.98261,94.642452,MOTHERHUB_GAU,SIBSAGARHUB_SBS,72000,867
Shipment,MOTHERHUB_LKO-GEORGETOWNHUB_ALD,26.755912,80.910939,25.449615,81.859503,MOTHERHUB_LKO,GEORGETOWNHUB_ALD,72000,1586
Shipment,MOTHERHUB_IDR-KALANINAGARHUB_IDR,22.777113,75.9021171,18.5463,73.9033,MOTHERHUB_IDR,KALANINAGARHUB_IDR,72000,126
Shipment,MOTHERHUB_LKO-ALLAHABADHUB_ALD,26.755912,80.910939,25.462258,81.824071,MOTHERHUB_LKO,ALLAHABADHUB_ALD,72000,2100
Shipment,MOTHERHUB_JAI-JODHPURHUB_JDH,26.948928,75.761927,26.262982,72.958375,MOTHERHUB_JAI,JODHPURHUB_JDH,72000,2211
Shipment,MOTHERHUB_PAT-DARBHANGAHUB_DBG,25.587197,85.185842,26.146905,85.91,MOTHERHUB_PAT,DARBHANGAHUB_DBG,72000,1430
Shipment,MOTHERHUB_PAT-SIWANHUB_SWN,25.587197,85.185842,26.1689,84.3963,MOTHERHUB_PAT,SIWANHUB_SWN,72000,844
Shipment,MOTHERHUB_KOL-MATIGARAHUB_IXB,22.708183,88.28565,26.726033,88.385764,MOTHERHUB_KOL,MATIGARAHUB_IXB,72000,889
Shipment,MOTHERHUB_KOL-SILIGURIHUB_IXB,22.708183,88.28565,26.7358,88.4326,MOTHERHUB_KOL,SILIGURIHUB_IXB,72000,1396
Shipment,MOTHERHUB_PAT-GAYAHUB_GAY,25.587197,85.185842,24.787715,84.985116,MOTHERHUB_PAT,GAYAHUB_GAY,72000,1408
Shipment,MOTHERHUB_PAT-BHAGALPURHUB_BGP,25.587197,85.185842,25.23711,86.974516,MOTHERHUB_PAT,BHAGALPURHUB_BGP,72000,1660
Shipment,MOTHERHUB_PAT-MOTIHARIHUB_MTI,25.587197,85.185842,26.6555,84.9052,MOTHERHUB_PAT,MOTIHARIHUB_MTI,72000,794
Shipment,MOTHERHUB_PAT-BEGUSARAIHUB_BGI,25.587197,85.185842,25.419641,86.265765,MOTHERHUB_PAT,BEGUSARAIHUB_BGI,72000,652
Shipment,MOTHERHUB_PAT-CHAPRAHUB_CPR,25.587197,85.185842,25.779565,84.749889,MOTHERHUB_PAT,CHAPRAHUB_CPR,72000,480
Shipment,MOTHERHUB_PAT-ARRAHHUB_ARH,25.587197,85.185842,25.556,84.6603,MOTHERHUB_PAT,ARRAHHUB_ARH,72000,48
Shipment,MOTHERHUB_RAI-KORBAHUB_KOR,22.056106,82.171855,22.3594501,82.7500595,MOTHERHUB_RAI,KORBAHUB_KOR,72000,540
Shipment,MOTHERHUB_RAI-RAIGARHHUB_RGH,22.056106,82.171855,21.8974003,83.3949632,MOTHERHUB_RAI,RAIGARHHUB_RGH,72000,590
Shipment,MOTHERHUB_RAI-BHILAIHUB_BIA,22.056106,82.171855,21.1938475,81.3509416,MOTHERHUB_RAI,BHILAIHUB_BIA,72000,1724
Shipment,MOTHERHUB_AMD-SILVASSAHUB_AMD,22.8978044,72.5902141,20.2763,73.0083,MOTHERHUB_AMD,SILVASSAHUB_AMD,72000,74
Shipment,MOTHERHUB_GAU-TINSUKIAHUB_TSK,26.043197,91.705232,27.49075,95.36452,MOTHERHUB_GAU,TINSUKIAHUB_TSK,72000,728
Shipment,MOTHERHUB_GAU-DULIAJANHUB_DLN,26.043197,91.705232,27.3667,95.3167,MOTHERHUB_GAU,DULIAJANHUB_DLN,72000,481
Shipment,MOTHERHUB_GAU-AGARTALAHUB_IXA,26.043197,91.705232,23.8315,91.2868,MOTHERHUB_GAU,AGARTALAHUB_IXA,72000,1382
Shipment,MOTHERHUB_GAU-BONGAIGAONHUB_BGG,26.043197,91.705232,26.500999,90.535236,MOTHERHUB_GAU,BONGAIGAONHUB_BGG,72000,812
Shipment,MOTHERHUB_GAU-SILCHARHUB_IXS,26.043197,91.705232,24.8333,92.7789,MOTHERHUB_GAU,SILCHARHUB_IXS,72000,1054
Shipment,MOTHERHUB_GAU-TEZPURHUB_TZR,26.043197,91.705232,26.62778,92.789712,MOTHERHUB_GAU,TEZPURHUB_TZR,72000,808
Shipment,MOTHERHUB_GAU-JORHATHUB_JRH,26.043197,91.705232,26.7465,94.2026,MOTHERHUB_GAU,JORHATHUB_JRH,72000,2138
Shipment,MOTHERHUB_GAU-DIBRUGARHHUB_DIB,26.043197,91.705232,27.461571,94.918297,MOTHERHUB_GAU,DIBRUGARHHUB_DIB,72000,1119
Shipment,MOTHERHUB_GAU-NAGAONHUB_NGN,26.043197,91.705232,26.2006043,92.9375739,MOTHERHUB_GAU,NAGAONHUB_NGN,72000,1006
Shipment,MOTHERHUB_GAU-SHILLONGHUB_SHL,26.043197,91.705232,25.565616,91.882242,MOTHERHUB_GAU,SHILLONGHUB_SHL,72000,2176
Shipment,COCHINTCHUB_KAM-KOLLAMHUB_QLN,10.0435449,76.3367287,8.879079,76.608681,COCHINTCHUB_KAM,KOLLAMHUB_QLN,72000,1716
Shipment,COCHINTCHUB_KAM-KAYAMKULAMHUB_KKM,10.0435449,76.3367287,9.208077,76.515012,COCHINTCHUB_KAM,KAYAMKULAMHUB_KKM,72000,744
Shipment,COCHINTCHUB_KAM-TRIVANDRUMHUB_TRV,10.0435449,76.3367287,8.8741725,76.6123883,COCHINTCHUB_KAM,TRIVANDRUMHUB_TRV,72000,3618
Shipment,COCHINTCHUB_KAM-TIRUVALLAHUB_TIR,10.0435449,76.3367287,9.3678185,76.5419499,COCHINTCHUB_KAM,TIRUVALLAHUB_TIR,72000,1676
Shipment,MOTHERHUB_IDR-SAGARHUB_SGR,22.777113,75.9021171,23.8580273,78.7975225,MOTHERHUB_IDR,SAGARHUB_SGR,72000,1268
Shipment,MOTHERHUB_IDR-SATNAHUB_STA,22.777113,75.9021171,24.6005081,80.8322435,MOTHERHUB_IDR,SATNAHUB_STA,72000,1188
Shipment,MOTHERHUB_IDR-KARONDHUB_BHO,22.777113,75.9021171,23.2991975,77.4244765,MOTHERHUB_IDR,KARONDHUB_BHO,72000,3560
Shipment,MOTHERHUB_IDR-VIDYANAGARHUB_BHO,22.777113,75.9021171,23.2332268,77.4404239,MOTHERHUB_IDR,VIDYANAGARHUB_BHO,72000,5524
Shipment,MOTHERHUB_IDR-JABALPURHUB_JBL,22.777113,75.9021171,23.1792242,79.9193252,MOTHERHUB_IDR,JABALPURHUB_JBL,72000,4120
Shipment,MOTHERHUB_BBI-ROURKELAHUB_RRK,20.295471,85.84707,22.260423,84.853584,MOTHERHUB_BBI,ROURKELAHUB_RRK,72000,1220
Shipment,MOTHERHUB_BBI-BALESHWARHUB_BAW,20.295471,85.84707,21.507531,86.892154,MOTHERHUB_BBI,BALESHWARHUB_BAW,72000,1296
Shipment,MOTHERHUB_BBI-ANGULHUB_ANG,20.295471,85.84707,20.9211,84.8568,MOTHERHUB_BBI,ANGULHUB_ANG,72000,46
Shipment,MOTHERHUB_BBI-PARADIPHUB_PDP,20.295471,85.84707,20.30655,86.64136,MOTHERHUB_BBI,PARADIPHUB_PDP,72000,410
Shipment,MOTHERHUB_AMD-MORBIHUB_MRB,22.8978044,72.5902141,22.8185931,70.821625,MOTHERHUB_AMD,MORBIHUB_MRB,72000,418
Shipment,MOTHERHUB_AMD-KALAWADROADHUB_RAJ,22.8978044,72.5902141,22.2850443,70.7723721,MOTHERHUB_AMD,KALAWADROADHUB_RAJ,72000,2476
Shipment,MOTHERHUB_AMD-GODHRAHUB_GHR,22.8978044,72.5902141,22.84282,73.76371,MOTHERHUB_AMD,GODHRAHUB_GHR,72000,206
Shipment,MOTHERHUB_AMD-JUNAGADHHUB_IXK,22.8978044,72.5902141,21.5219366,70.4552781,MOTHERHUB_AMD,JUNAGADHHUB_IXK,72000,808
Shipment,MOTHERHUB_AMD-BHARUCHHUB_BRH,22.8978044,72.5902141,21.718804,72.985729,MOTHERHUB_AMD,BHARUCHHUB_BRH,72000,1204
Shipment,MOTHERHUB_AMD-SURENDRANAGARHUB_SDR,22.8978044,72.5902141,22.7196472,71.6608486,MOTHERHUB_AMD,SURENDRANAGARHUB_SDR,72000,284
Shipment,MOTHERHUB_AMD-MUNDRAHUB_MUD,22.8978044,72.5902141,22.8422969,69.7320994,MOTHERHUB_AMD,MUNDRAHUB_MUD,72000,219
Shipment,MOTHERHUB_AMD-JAMNAGARHUB_QGR,22.8978044,72.5902141,22.468992,70.0412043,MOTHERHUB_AMD,JAMNAGARHUB_QGR,72000,1098
Shipment,MOTHERHUB_AMD-BHUJHUB_BHJ,22.8978044,72.5902141,23.242865,69.6398817,MOTHERHUB_AMD,BHUJHUB_BHJ,72000,372
