Type,key_leg3,src_lat,src_long,dest_lat,dest_long,src,dest,ready_time,Total
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-5.38861111111112,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,19399,42
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-5.64861111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,20335,12
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-6.33750000000001,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,22815,446
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-6.36055555555555,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,22898,525
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-6.68888888888888,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,24080,113
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.192222222222227,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,692,271
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.454722222222216,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,1637,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.716666666666669,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,2580,21
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-13.9855555555556,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,50348,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-17.9336111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,64561,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-19.6308333333333,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,70671,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-2.74361111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,9877,1188
