Type,Key,src_lat,src_long,dest_lat,dest_long,MH,DH,ready_time,Load,dist,time,Ready_Time_10,Del_time_10,Ready_Time_11,Del_time_11,Ready_Time_12,Del_time_12,Ready_Time_1,Del_time_1,Ready_Time_2,Del_time_2,Ready_Time_3,Del_time_3
Shipment,Motherhub_BHI-AjwaHub_BDQ,19.2374896,73.0361464,22.3116149,73.238837,Motherhub_BHI,AjwaHub_BDQ,10,605,405,10.125,79200,126000,82800,126000,104400,126000,104400,212400,104400,212400,104400,212400
Shipment,Motherhub_BHI-AkotaHub_BDQ,19.2374896,73.0361464,22.3058105,73.1799038,Motherhub_BHI,AkotaHub_BDQ,10,750,403,10.075,79200,126000,82800,126000,104400,126000,104400,212400,104400,212400,104400,212400
Shipment,Motherhub_BHI-AnandHub_AMD,19.2374896,73.0361464,22.556447,72.963939,Motherhub_BHI,AnandHub_AMD,10,425,449,11.225,79200,126000,104400,212400,104400,212400,104400,212400,104400,212400,104400,212400
Shipment,Motherhub_BHI-BharuchHub_BRH,19.2374896,73.0361464,21.718804,72.985729,Motherhub_BHI,BharuchHub_BRH,10,792,326,8.15,79200,126000,82800,126000,86400,126000,90000,126000,104400,212400,104400,212400
Shipment,Motherhub_BHI-NadiadHub_AMD,19.2374896,73.0361464,22.6916,72.8634,Motherhub_BHI,NadiadHub_AMD,10,146,467,11.675,79200,126000,104400,212400,104400,212400,104400,212400,104400,212400,104400,212400
