type,Concat,Lat Source,Long Source,Lat Dest ,Long Dest ,Source,Dest ,Ready Time,Load
Shipment,MotherHub_KOL-AngulHub_ANG,22.708183,88.28565,20.8364363,85.0705903,MotherHub_KOL,AngulHub_ANG,0,4
Shipment,MotherHub_KOL-BaleshwarHub_BAW,22.708183,88.28565,21.507531,86.892154,MotherHub_KOL,BaleshwarHub_BAW,0,2332
Shipment,MotherHub_KOL-BerhampurHub_BMP,22.708183,88.28565,19.3149618,84.7940911,MotherHub_KOL,BerhampurHub_BMP,0,4143
Shipment,MotherHub_KOL-BhubaneswarHub_BBI,22.708183,88.28565,20.2746209,85.8448786,MotherHub_KOL,BhubaneswarHub_BBI,0,3615
Shipment,MotherHub_KOL-ChandraSekharpurHub_BBI,22.708183,88.28565,20.325572,85.810221,MotherHub_KOL,ChandraSekharpurHub_BBI,0,3313
Shipment,MotherHub_KOL-CuttackHub_BBI,22.708183,88.28565,28.7040592,77.1024902,MotherHub_KOL,CuttackHub_BBI,0,6445
Shipment,MotherHub_KOL-GautamnagarHub_BBI,22.708183,88.28565,20.2562235,85.8332506,MotherHub_KOL,GautamnagarHub_BBI,0,1128
Shipment,MotherHub_KOL-KhandagiriHub_BBI,22.708183,88.28565,20.2705,85.8064,MotherHub_KOL,KhandagiriHub_BBI,0,3189
Shipment,MotherHub_KOL-ParadipHub_PDP,22.708183,88.28565,20.30655,86.64136,MotherHub_KOL,ParadipHub_PDP,0,813
Shipment,MotherHub_KOL-PuriHub_PUR,22.708183,88.28565,19.8162,85.8341,MotherHub_KOL,PuriHub_PUR,0,1096
Shipment,MotherHub_KOL-RourkelaHub_RRK,22.708183,88.28565,22.260423,84.853584,MotherHub_KOL,RourkelaHub_RRK,0,3237
Shipment,MotherHub_KOL-SambalpurHub_SBP,22.708183,88.28565,26,94.3333333,MotherHub_KOL,SambalpurHub_SBP,0,2517
Shipment,MotherHub_KOL-AgartalaHub_IXA,22.708183,88.28565,23.8315,91.2868,MotherHub_KOL,AgartalaHub_IXA,0,1752
Shipment,MotherHub_KOL-BongaigaonHub_BGG,22.708183,88.28565,26.500999,90.535236,MotherHub_KOL,BongaigaonHub_BGG,0,1200
Shipment,MotherHub_KOL-DibrugarhHub_DIB,22.708183,88.28565,27.461571,94.918297,MotherHub_KOL,DibrugarhHub_DIB,0,1700
Shipment,MotherHub_KOL-DuliajanHub_DLN,22.708183,88.28565,27.3667,95.3167,MotherHub_KOL,DuliajanHub_DLN,0,891
Shipment,MotherHub_KOL-GangtokHub_GGT,22.708183,88.28565,27.312638,88.595769,MotherHub_KOL,GangtokHub_GGT,0,1041
Shipment,MotherHub_KOL-JorhatHub_JRH,22.708183,88.28565,26.7465,94.2026,MotherHub_KOL,JorhatHub_JRH,0,3140
Shipment,MotherHub_KOL-MaligaonHub_GAU,22.708183,88.28565,26.1444,91.6421,MotherHub_KOL,MaligaonHub_GAU,0,4102
Shipment,MotherHub_KOL-NagaonHub_NGN,22.708183,88.28565,26.2006043,92.9375739,MotherHub_KOL,NagaonHub_NGN,0,1403
Shipment,MotherHub_KOL-NorthLakhimpurHub_NLP,22.708183,88.28565,27.232028,94.096028,MotherHub_KOL,NorthLakhimpurHub_NLP,0,1396
Shipment,MotherHub_KOL-ShillongHub_SHL,22.708183,88.28565,25.565616,91.882242,MotherHub_KOL,ShillongHub_SHL,0,2778
Shipment,MotherHub_KOL-SibsagarHub_SBS,22.708183,88.28565,26.98261,94.642452,MotherHub_KOL,SibsagarHub_SBS,0,1635
Shipment,MotherHub_KOL-SilcharHub_IXS,22.708183,88.28565,24.8333,92.7789,MotherHub_KOL,SilcharHub_IXS,0,1345
Shipment,MotherHub_KOL-SixMileHub_GAU,22.708183,88.28565,26.132376,91.807421,MotherHub_KOL,SixMileHub_GAU,0,3869
Shipment,MotherHub_KOL-TezpurHub_TZR,22.708183,88.28565,26.62778,92.789712,MotherHub_KOL,TezpurHub_TZR,0,938
Shipment,MotherHub_KOL-TinsukiaHub_TSK,22.708183,88.28565,27.49075,95.36452,MotherHub_KOL,TinsukiaHub_TSK,0,1468
Shipment,MotherHub_KOL-UlubariHub_GAU,22.708183,88.28565,26.148043,91.731377,MotherHub_KOL,UlubariHub_GAU,0,4049
Shipment,MotherHub_KOL-AdityapurHub_IXW,22.708183,88.28565,22.7810087,86.1158008,MotherHub_KOL,AdityapurHub_IXW,0,1151
Shipment,MotherHub_KOL-BokaroHub_BKO,22.708183,88.28565,23.666672,86.147785,MotherHub_KOL,BokaroHub_BKO,0,1708
Shipment,MotherHub_KOL-DhanbadHub_DBD,22.708183,88.28565,23.8234168,86.4348351,MotherHub_KOL,DhanbadHub_DBD,0,2654
Shipment,MotherHub_KOL-HarmuHub_IXR,22.708183,88.28565,23.3656,85.3472,MotherHub_KOL,HarmuHub_IXR,0,2532
Shipment,MotherHub_KOL-HazaribaghHub_HZB,22.708183,88.28565,24.026039,85.37874,MotherHub_KOL,HazaribaghHub_HZB,0,1225
Shipment,MotherHub_KOL-JamshedpurHub_IXW,22.708183,88.28565,22.8085525,86.2052305,MotherHub_KOL,JamshedpurHub_IXW,0,3380
Shipment,MotherHub_KOL-KantatoliHub_IXR,22.708183,88.28565,23.3656,85.3472,MotherHub_KOL,KantatoliHub_IXR,0,4553
Shipment,MotherHub_KOL-AsansolHub_ASN,22.708183,88.28565,23.700788,86.930265,MotherHub_KOL,AsansolHub_ASN,0,3121
Shipment,MotherHub_KOL-BurdwanHub_BDM,22.708183,88.28565,23.22,87.87,MotherHub_KOL,BurdwanHub_BDM,0,1685
Shipment,MotherHub_KOL-CoochBeharHub_COB,22.708183,88.28565,26.3347193,89.4453404,MotherHub_KOL,CoochBeharHub_COB,0,1859
Shipment,MotherHub_KOL-DarjeelingHub_DAI,22.708183,88.28565,27.036,88.2627,MotherHub_KOL,DarjeelingHub_DAI,0,1082
Shipment,MotherHub_KOL-DurgapurHub_DGP,22.708183,88.28565,23.53344,87.32193,MotherHub_KOL,DurgapurHub_DGP,0,4439
Shipment,MotherHub_KOL-EnglishBazarHub_LDA,22.708183,88.28565,24.9756827,88.1330659,MotherHub_KOL,EnglishBazarHub_LDA,0,2253
Shipment,MotherHub_KOL-HaldiaHub_HLD,22.708183,88.28565,22.066674,88.069812,MotherHub_KOL,HaldiaHub_HLD,0,2018
Shipment,MotherHub_KOL-JaigaonHub_JGN,22.708183,88.28565,26.8530642,89.3821001,MotherHub_KOL,JaigaonHub_JGN,0,421
Shipment,MotherHub_KOL-JalpaiguriHub_JPG,22.708183,88.28565,26.6835,88.7689,MotherHub_KOL,JalpaiguriHub_JPG,0,1266
Shipment,MotherHub_KOL-Kharagpurhub_KGP,22.708183,88.28565,22.34601,87.231975,MotherHub_KOL,Kharagpurhub_KGP,0,2156
