Type,key,zonal_del_src_lat,zonal_del_src_long,zonal_del_dest_lat,zonal_del_dest_long,zonal_del_src,zonal_del_dest,modified_ready_time,load
Shipment,MOTHERHUB_BLR-KARWARHUB_KWR-10.26444444,12.9842798,77.8242648,14.828987,74.137373,MOTHERHUB_BLR,KARWARHUB_KWR,36952,13
Shipment,MOTHERHUB_BLR-KARWARHUB_KWR-18.75472222,12.9842798,77.8242648,14.828987,74.137373,MOTHERHUB_BLR,KARWARHUB_KWR,67517,135
Shipment,MOTHERHUB_BLR-KARWARHUB_KWR-22.7475,12.9842798,77.8242648,14.828987,74.137373,MOTHERHUB_BLR,KARWARHUB_KWR,81891,43
Shipment,MOTHERHUB_BLR-KARWARHUB_KWR-3.22777778,12.9842798,77.8242648,14.828987,74.137373,MOTHERHUB_BLR,KARWARHUB_KWR,11620,67
Shipment,MOTHERHUB_BLR-KUNNAMANGALAMHUB_KNM-10.26444444,12.9842798,77.8242648,11.30493,75.877052,MOTHERHUB_BLR,KUNNAMANGALAMHUB_KNM,36952,22
Shipment,MOTHERHUB_BLR-KUNNAMANGALAMHUB_KNM-18.75472222,12.9842798,77.8242648,11.30493,75.877052,MOTHERHUB_BLR,KUNNAMANGALAMHUB_KNM,67517,233
Shipment,MOTHERHUB_BLR-KUNNAMANGALAMHUB_KNM-22.7475,12.9842798,77.8242648,11.30493,75.877052,MOTHERHUB_BLR,KUNNAMANGALAMHUB_KNM,81891,42
Shipment,MOTHERHUB_BLR-KUNNAMANGALAMHUB_KNM-3.22777778,12.9842798,77.8242648,11.30493,75.877052,MOTHERHUB_BLR,KUNNAMANGALAMHUB_KNM,11620,131
Shipment,MOTHERHUB_BLR-MALAPURAMHUB_MLP-10.26444444,12.9842798,77.8242648,11.1447586,76.0647811,MOTHERHUB_BLR,MALAPURAMHUB_MLP,36952,48
Shipment,MOTHERHUB_BLR-MALAPURAMHUB_MLP-18.75472222,12.9842798,77.8242648,11.1447586,76.0647811,MOTHERHUB_BLR,MALAPURAMHUB_MLP,67517,597
Shipment,MOTHERHUB_BLR-MALAPURAMHUB_MLP-22.7475,12.9842798,77.8242648,11.1447586,76.0647811,MOTHERHUB_BLR,MALAPURAMHUB_MLP,81891,114
Shipment,MOTHERHUB_BLR-MALAPURAMHUB_MLP-3.22777778,12.9842798,77.8242648,11.1447586,76.0647811,MOTHERHUB_BLR,MALAPURAMHUB_MLP,11620,320
Shipment,MOTHERHUB_BLR-MANDYAHUB_MNY-10.26444444,12.9842798,77.8242648,12.5272724,76.8847654,MOTHERHUB_BLR,MANDYAHUB_MNY,36952,82
Shipment,MOTHERHUB_BLR-MANDYAHUB_MNY-18.75472222,12.9842798,77.8242648,12.5272724,76.8847654,MOTHERHUB_BLR,MANDYAHUB_MNY,67517,55
Shipment,MOTHERHUB_BLR-MANDYAHUB_MNY-22.7475,12.9842798,77.8242648,12.5272724,76.8847654,MOTHERHUB_BLR,MANDYAHUB_MNY,81891,22
Shipment,MOTHERHUB_BLR-MANDYAHUB_MNY-3.22777778,12.9842798,77.8242648,12.5272724,76.8847654,MOTHERHUB_BLR,MANDYAHUB_MNY,11620,73
Shipment,MOTHERHUB_BLR-MANGALOREHUB_IXE-10.26444444,12.9842798,77.8242648,12.914142,74.855957,MOTHERHUB_BLR,MANGALOREHUB_IXE,36952,67
Shipment,MOTHERHUB_BLR-MANGALOREHUB_IXE-18.75472222,12.9842798,77.8242648,12.914142,74.855957,MOTHERHUB_BLR,MANGALOREHUB_IXE,67517,732
Shipment,MOTHERHUB_BLR-MANGALOREHUB_IXE-22.7475,12.9842798,77.8242648,12.914142,74.855957,MOTHERHUB_BLR,MANGALOREHUB_IXE,81891,136
Shipment,MOTHERHUB_BLR-MANGALOREHUB_IXE-3.22777778,12.9842798,77.8242648,12.914142,74.855957,MOTHERHUB_BLR,MANGALOREHUB_IXE,11620,347
Shipment,MOTHERHUB_BLR-MANIPALHUB_MPL-10.26444444,12.9842798,77.8242648,13.3355918,74.7900721,MOTHERHUB_BLR,MANIPALHUB_MPL,36952,56
Shipment,MOTHERHUB_BLR-MANIPALHUB_MPL-18.75472222,12.9842798,77.8242648,13.3355918,74.7900721,MOTHERHUB_BLR,MANIPALHUB_MPL,67517,574
Shipment,MOTHERHUB_BLR-MANIPALHUB_MPL-22.7475,12.9842798,77.8242648,13.3355918,74.7900721,MOTHERHUB_BLR,MANIPALHUB_MPL,81891,126
Shipment,MOTHERHUB_BLR-MANIPALHUB_MPL-3.22777778,12.9842798,77.8242648,13.3355918,74.7900721,MOTHERHUB_BLR,MANIPALHUB_MPL,11620,284
Shipment,MOTHERHUB_BLR-MYSOREHUB_MYS-10.26444444,12.9842798,77.8242648,12.2840665,76.6288059,MOTHERHUB_BLR,MYSOREHUB_MYS,36952,52
Shipment,MOTHERHUB_BLR-MYSOREHUB_MYS-18.75472222,12.9842798,77.8242648,12.2840665,76.6288059,MOTHERHUB_BLR,MYSOREHUB_MYS,67517,496
Shipment,MOTHERHUB_BLR-MYSOREHUB_MYS-22.7475,12.9842798,77.8242648,12.2840665,76.6288059,MOTHERHUB_BLR,MYSOREHUB_MYS,81891,85
Shipment,MOTHERHUB_BLR-MYSOREHUB_MYS-3.22777778,12.9842798,77.8242648,12.2840665,76.6288059,MOTHERHUB_BLR,MYSOREHUB_MYS,11620,232
Shipment,MOTHERHUB_BLR-PALAKKADHUB_PKD-10.26444444,12.9842798,77.8242648,10.78673,76.654793,MOTHERHUB_BLR,PALAKKADHUB_PKD,36952,42
Shipment,MOTHERHUB_BLR-PALAKKADHUB_PKD-18.75472222,12.9842798,77.8242648,10.78673,76.654793,MOTHERHUB_BLR,PALAKKADHUB_PKD,67517,385
Shipment,MOTHERHUB_BLR-PALAKKADHUB_PKD-22.7475,12.9842798,77.8242648,10.78673,76.654793,MOTHERHUB_BLR,PALAKKADHUB_PKD,81891,65
Shipment,MOTHERHUB_BLR-PALAKKADHUB_PKD-3.22777778,12.9842798,77.8242648,10.78673,76.654793,MOTHERHUB_BLR,PALAKKADHUB_PKD,11620,209
Shipment,MOTHERHUB_BLR-RAICHURHUB_RCH-10.26444444,12.9842798,77.8242648,16.212003,77.343928,MOTHERHUB_BLR,RAICHURHUB_RCH,36952,18
Shipment,MOTHERHUB_BLR-RAICHURHUB_RCH-18.75472222,12.9842798,77.8242648,16.212003,77.343928,MOTHERHUB_BLR,RAICHURHUB_RCH,67517,262
Shipment,MOTHERHUB_BLR-RAICHURHUB_RCH-22.7475,12.9842798,77.8242648,16.212003,77.343928,MOTHERHUB_BLR,RAICHURHUB_RCH,81891,44
Shipment,MOTHERHUB_BLR-RAICHURHUB_RCH-3.22777778,12.9842798,77.8242648,16.212003,77.343928,MOTHERHUB_BLR,RAICHURHUB_RCH,11620,113
Shipment,MOTHERHUB_BLR-SAPTHAGIRIHUB_TPT-10.26444444,12.9842798,77.8242648,11.0961,77.2664,MOTHERHUB_BLR,SAPTHAGIRIHUB_TPT,36952,67
Shipment,MOTHERHUB_BLR-SAPTHAGIRIHUB_TPT-18.75472222,12.9842798,77.8242648,11.0961,77.2664,MOTHERHUB_BLR,SAPTHAGIRIHUB_TPT,67517,545
Shipment,MOTHERHUB_BLR-SAPTHAGIRIHUB_TPT-22.7475,12.9842798,77.8242648,11.0961,77.2664,MOTHERHUB_BLR,SAPTHAGIRIHUB_TPT,81891,83
Shipment,MOTHERHUB_BLR-SAPTHAGIRIHUB_TPT-3.22777778,12.9842798,77.8242648,11.0961,77.2664,MOTHERHUB_BLR,SAPTHAGIRIHUB_TPT,11620,203
Shipment,MOTHERHUB_BLR-SHIMOGAHUB_SMG-10.26444444,12.9842798,77.8242648,13.952498,75.557576,MOTHERHUB_BLR,SHIMOGAHUB_SMG,36952,22
Shipment,MOTHERHUB_BLR-SHIMOGAHUB_SMG-18.75472222,12.9842798,77.8242648,13.952498,75.557576,MOTHERHUB_BLR,SHIMOGAHUB_SMG,67517,204
Shipment,MOTHERHUB_BLR-SHIMOGAHUB_SMG-22.7475,12.9842798,77.8242648,13.952498,75.557576,MOTHERHUB_BLR,SHIMOGAHUB_SMG,81891,36
Shipment,MOTHERHUB_BLR-SHIMOGAHUB_SMG-3.22777778,12.9842798,77.8242648,13.952498,75.557576,MOTHERHUB_BLR,SHIMOGAHUB_SMG,11620,97
Shipment,MOTHERHUB_BLR-SURATHKALHUB_IXE-10.26444444,12.9842798,77.8242648,12.970753,74.804737,MOTHERHUB_BLR,SURATHKALHUB_IXE,36952,21
Shipment,MOTHERHUB_BLR-SURATHKALHUB_IXE-18.75472222,12.9842798,77.8242648,12.970753,74.804737,MOTHERHUB_BLR,SURATHKALHUB_IXE,67517,206
Shipment,MOTHERHUB_BLR-SURATHKALHUB_IXE-22.7475,12.9842798,77.8242648,12.970753,74.804737,MOTHERHUB_BLR,SURATHKALHUB_IXE,81891,39
Shipment,MOTHERHUB_BLR-SURATHKALHUB_IXE-3.22777778,12.9842798,77.8242648,12.970753,74.804737,MOTHERHUB_BLR,SURATHKALHUB_IXE,11620,110
Shipment,MOTHERHUB_BLR-THALASSERYHUB_THL-10.26444444,12.9842798,77.8242648,11.7707,75.5102,MOTHERHUB_BLR,THALASSERYHUB_THL,36952,19
Shipment,MOTHERHUB_BLR-THALASSERYHUB_THL-18.75472222,12.9842798,77.8242648,11.7707,75.5102,MOTHERHUB_BLR,THALASSERYHUB_THL,67517,223
Shipment,MOTHERHUB_BLR-THALASSERYHUB_THL-22.7475,12.9842798,77.8242648,11.7707,75.5102,MOTHERHUB_BLR,THALASSERYHUB_THL,81891,37
Shipment,MOTHERHUB_BLR-THALASSERYHUB_THL-3.22777778,12.9842798,77.8242648,11.7707,75.5102,MOTHERHUB_BLR,THALASSERYHUB_THL,11620,117
Shipment,MOTHERHUB_BLR-TUMKURHUB_TKR-10.26444444,12.9842798,77.8242648,13.339168,77.113998,MOTHERHUB_BLR,TUMKURHUB_TKR,36952,27
Shipment,MOTHERHUB_BLR-TUMKURHUB_TKR-18.75472222,12.9842798,77.8242648,13.339168,77.113998,MOTHERHUB_BLR,TUMKURHUB_TKR,67517,253
Shipment,MOTHERHUB_BLR-TUMKURHUB_TKR-22.7475,12.9842798,77.8242648,13.339168,77.113998,MOTHERHUB_BLR,TUMKURHUB_TKR,81891,42
Shipment,MOTHERHUB_BLR-TUMKURHUB_TKR-3.22777778,12.9842798,77.8242648,13.339168,77.113998,MOTHERHUB_BLR,TUMKURHUB_TKR,11620,140
