Type,key,src_lat,src_long,dest_lat,dest_long,src,dest,ready_time,Load,delivery_time
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-19.1387638888889-0,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,68900,9000,427460
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-19.1387638888889-1,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,68900,1017,427460
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-2.25525000000079,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,8119,24,205922
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-2.55391666666746,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,9194,19,205922
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-3.38691666666746,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,12193,35,205922
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-5.44234722222186,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,19592,145,217396
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-5.60058333333412,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,20162,3758,292322
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-5.74101388888852,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,20668,107,217396
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-6.57401388888853,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,23666,131,217396
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-7.304013888889,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,26294,5,224098
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-7.60268055555566,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,27370,4,224098
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-8.10787499999954,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,29188,17,226992
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-8.4065416666662,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,30264,13,226992
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-8.43568055555566,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,30368,6,224098
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-8.78768055555519-0,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,31636,9000,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-8.78768055555519-1,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,31636,2316,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-9.2395416666662,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,33262,21,226992
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-14.9750972222219,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,53910,46,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-2.18218055555602,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,7856,4661,257741
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-20.9650555555552,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,75474,3,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-22.3516388888885,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,80466,6,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-22.3519305555552,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,80467,1,303796
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-8.17213888888934,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,29420,30,257741
