Type,Key,dest_mh_lat,dest_mh_long,DH_lat,DH_long,dest_mh,DH,Ready_time,load,Resort_time_at_dest
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-10.26444444-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,36952,33,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-22.7475-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,81891,15,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-2.82777778-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,10180,3,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-2.51138889-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,9041,2,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-3.22777778-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,11620,5,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-16.43055556-0,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,59150,58,0
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-2.97888889-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,10724,2,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-17.59166667-0,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,63330,163,0
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-2.67-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,9612,1,14400
Shipment,MOTHERHUB_BLR-CHITTOORHUB_COR-18.14777778-14400,12.9842798,77.8242648,13.2014982,79.0830914,MOTHERHUB_BLR,CHITTOORHUB_COR,65332,18,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-17.61166667-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,63402,10,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-18.75472222-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,67517,5,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-22.22166667-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,79998,48,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-3-0,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,10800,193,0
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-3-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,10800,3,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-10.26444444-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,36952,54,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-22.7475-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,81891,31,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-2.82777778-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,10180,3,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-2.51138889-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,9041,2,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-3.22777778-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,11620,11,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-16.43055556-0,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,59150,88,0
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-2.97888889-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,10724,4,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-17.59166667-0,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,63330,290,0
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-2.67-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,9612,2,14400
Shipment,MOTHERHUB_BLR-DAVANAGEREHUB_DVG-18.14777778-14400,12.9842798,77.8242648,14.4610463,75.929815,MOTHERHUB_BLR,DAVANAGEREHUB_DVG,65332,36,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-17.61166667-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,63402,5,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-18.75472222-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,67517,3,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-22.22166667-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,79998,46,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-3-0,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,10800,82,0
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-3-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,10800,2,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-10.26444444-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,36952,24,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-22.7475-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,81891,15,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-2.82777778-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,10180,3,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-2.51138889-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,9041,2,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-3.22777778-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,11620,7,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-16.43055556-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,59150,32,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-2.97888889-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,10724,3,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-17.59166667-0,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,63330,146,0
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-2.67-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,9612,1,14400
Shipment,MOTHERHUB_BLR-DHARWADHUB_HBX-18.14777778-14400,12.9842798,77.8242648,15.463547,74.999768,MOTHERHUB_BLR,DHARWADHUB_HBX,65332,15,14400
Shipment,MOTHERHUB_BLR-GULBARGAHUB_GUL-17.61166667-14400,12.9842798,77.8242648,17.3098466,76.3816097,MOTHERHUB_BLR,GULBARGAHUB_GUL,63402,12,14400
Shipment,MOTHERHUB_BLR-GULBARGAHUB_GUL-18.75472222-14400,12.9842798,77.8242648,17.3098466,76.3816097,MOTHERHUB_BLR,GULBARGAHUB_GUL,67517,5,14400
Shipment,MOTHERHUB_BLR-GULBARGAHUB_GUL-22.22166667-14400,12.9842798,77.8242648,17.3098466,76.3816097,MOTHERHUB_BLR,GULBARGAHUB_GUL,79998,50,14400
