 route   , vehicle              , activity              , job             , arrTime         , endTime         , costs           ,,,
24, 6-MotherHub_BLR-32   , pickupShipment        , MOTHERHUB_MED-MOTHERHUB_KOL ,60938,60938,17880270,,,
24, 6-MotherHub_BLR-32   , deliverShipment       , MOTHERHUB_MED-MOTHERHUB_KOL ,199432,199432,58516886,,,
24, 6-MotherHub_BLR-32   , deliverShipment       , MotherHub_BLR-MOTHERHUB_KOL-2 ,199432,199432,58516886,55.3977777778,2.3082407407,58516.886
24, 6-MotherHub_BLR-32   , end                   , -               ,199432, undef           ,58516886,,,
,,,,,,,,,
25, 4-MOTHERHUB_JAI-32   , start                 , -               , undef           ,0,0,,,
25, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_JAI-MOTHERHUB_PTI ,0,0,0,,,
25, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_JAI-MOTHERHUB_MED ,0,0,0,,,
25, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_JAI-MOTHERHUB_PTI ,21783,21783,6391613,,,
25, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_PTI-MOTHERHUB_MED-2 ,21783,21783,6391613,,,
25, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_PTI-MOTHERHUB_MED-2 ,163885,163885,48086719,,,
25, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_JAI-MOTHERHUB_MED ,163885,163885,48086719,,,
25, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_MED-MOTHERHUB_PTI-1 ,163885,163885,48086719,,,
25, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_MED-MOTHERHUB_PTI-1 ,305987,305987,89781826,84.9963888889,3.5415162037,89781.826
25, 4-MOTHERHUB_JAI-32   , end                   , -               ,305987, undef           ,89781826,,,
