Type,key_leg3,src_lat,src_long,dest_lat,dest_long,src,dest,Leg2_modified_reach_time,Load
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-17.9336111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,64561,12
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-19.6308333333333,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,70671,12
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-2.74361111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,9877,943
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-20.0286111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,72103,14
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-21.2561111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,76522,13
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-21.6113888888889,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,77801,17
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-22.3211111111111,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,80356,23
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-22.4483333333333,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,80814,113
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-22.6027777777778,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,81370,27
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-22.8972222222222,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,82430,749
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-23.1222222222222,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,83240,286
