type,vehicleID,src_lat,src_long,Fleet_Type,Capacity ,connectionTime
Air,MotherHub_BNO_9W316,28.544563,77.031259,9W316,1000000000,6.5
Air,MotherHub_BNO_9W367,28.544563,77.031259,9W367,1000000000,12.25
Air,MotherHub_BNO_9W603,28.544563,77.031259,9W603,1000000000,7.17
Air,MotherHub_KOL_9W662,22.708183,88.28565,9W662,1000000000,5.5
Air,MotherHub_KOL_S2_4264,22.708183,88.28565,S2_4264,1000000000,6
Air,MotherHub_KOL_9W626,22.708183,88.28565,9W626,1000000000,4.42
Air,MotherHub_MUM_9W350,19.1170238,72.8580558,9W350,1000000000,3.42
Air,MotherHub_MUM_9W429,19.1170238,72.8580558,9W429,1000000000,5.75
Air,MotherHub_MUM_9W333,19.1170238,72.8580558,9W333,1000000000,3
Air,MotherHub_MUM_S2_4601,19.1170238,72.8580558,S2_4601,1000000000,5.25
Air,MotherHub_MUM_9W407,19.1170238,72.8580558,9W407,1000000000,4.25
Air,MotherHub_MUM_9W629,19.1170238,72.8580558,9W629,1000000000,3.08
Air,MotherHub_MUM_9W359,19.1170238,72.8580558,9W359,1000000000,5.92
Air,MotherHub_MUM_9W2121,19.1170238,72.8580558,9W2121,1000000000,12.25
Air,MotherHub_MED_9W_349,17.580519,78.469527,9W_349,1000000000,2.33
Air,MotherHub_MED_9W_456,17.580519,78.469527,9W_456,1000000000,16.75
Air,MotherHub_MED_9W_2822,17.580519,78.469527,9W_2822,1000000000,0.83
Air,MotherHub_MED_9W_2574,17.580519,78.469527,9W_2574,1000000000,17
Air,MotherHub_MED_9W_644,17.580519,78.469527,9W_644,1000000000,1.33
Air,MotherHub_CHN_9W_464,13.04591,80.067723,9W_464,1000000000,0.67
Air,MotherHub_CHN_9W_470,13.04591,80.067723,9W_470,1000000000,14.17
Air,MotherHub_CHN_9W_822,13.04591,80.067723,9W_822,1000000000,1.67
Air,MotherHub_CHN_9W_830,13.04591,80.067723,9W_830,1000000000,13.33
Air,MotherHub_CHN_9W_831,13.04591,80.067723,9W_831,1000000000,14.83
Air,MotherHub_MUM_9W_329,19.1170238,72.8580558,9W_329,1000000000,0.33
Air,MotherHub_MUM_9W453,19.1170238,72.8580558,9W453,1000000000,0.08
Air,MotherHub_MUM_9W619,19.1170238,72.8580558,9W619,1000000000,1.08
Air,MotherHub_MUM_9W7171,19.1170238,72.8580558,9W7171,1000000000,3.42
Air,MotherHub_MUM_9W_390,19.1170238,72.8580558,9W_390,1000000000,1.08
Air,MotherHub_MUM_9W_411,19.1170238,72.8580558,9W_411,1000000000,1.58
Air,MotherHub_MUM_9W_465,19.1170238,72.8580558,9W_465,1000000000,2.25
Air,MotherHub_MUM_9W479,19.1170238,72.8580558,9W479,1000000000,0.25
Air,MotherHub_BNO_9W_7154_/_S2_4688,28.544563,77.031259,9W_7154_/_S2_4688,1000000000,0.33
Air,MotherHub_BNO_9W_807,28.544563,77.031259,9W_807,1000000000,2.17
Air,MotherHub_BNO_9W_817,28.544563,77.031259,9W_817,1000000000,3.08
Air,MotherHub_BNO_9W_819,28.544563,77.031259,9W_819,1000000000,11.17
Air,MotherHub_BNO_9W_811,28.544563,77.031259,9W_811,1000000000,13.33
Air,MotherHub_BNO_9W_834,28.544563,77.031259,9W_834,1000000000,15.75
Air,MotherHub_BNO_9W_821,28.544563,77.031259,9W_821,1000000000,1.83
Air,MotherHub_BNO_9W_832,28.544563,77.031259,9W_832,1000000000,11.33
Air,MotherHub_BNO_9W_739,28.544563,77.031259,9W_739,1000000000,15.58
Air,MotherHub_BNO_9W_332,28.544563,77.031259,9W_332,1000000000,2.08
Air,MotherHub_BNO_9W_352,28.544563,77.031259,9W_352,1000000000,9
Air,MotherHub_BNO_9W_308,28.544563,77.031259,9W_308,1000000000,10.42
Air,MotherHub_BNO_9W_373,28.544563,77.031259,9W_373,1000000000,11.25
Air,MotherHub_BNO_9W_7072_/_S2_4351,28.544563,77.031259,9W_7072_/_S2_4351,1000000000,10.42
Air,MotherHub_BNO_9W_365_,28.544563,77.031259,9W_365_,1000000000,3.17
Air,MotherHub_BLR_9W_410,12.9842798,77.8242648,9W_410,1000000000,1.33
Air,MotherHub_BLR_9W_448,12.9842798,77.8242648,9W_448,1000000000,13.42
Air,MotherHub_BLR_9W_442,12.9842798,77.8242648,9W_442,1000000000,15.58
Air,MotherHub_BLR_9W_2847,12.9842798,77.8242648,9W_2847,1000000000,10.75
Air,MotherHub_BLR_S2_4495,12.9842798,77.8242648,S2_4495,1000000000,16.17
Air,MotherHub_BLR_9W_4363,12.9842798,77.8242648,9W_4363,1000000000,2.33
Air,MotherHub_BLR_9W_810,12.9842798,77.8242648,9W_810,1000000000,2
Air,MotherHub_BLR_9W_808,12.9842798,77.8242648,9W_808,1000000000,6.5
Air,MotherHub_BLR_9W_816,12.9842798,77.8242648,9W_816,1000000000,12.83
Air,MotherHub_BLR_9W_812,12.9842798,77.8242648,9W_812,1000000000,14.75
Air,MotherHub_BLR_9W_7120_/_S2_4814,12.9842798,77.8242648,9W_7120_/_S2_4814,1000000000,16.33
Air,MotherHub_BLR_9W_7131_/_S2_4838,12.9842798,77.8242648,9W_7131_/_S2_4838,1000000000,7
Air,MotherHub_AMD_6E_371,22.8978044,72.5902141,6E_371,1000000000,14.42
Air,MotherHub_AMD_6E_246,22.8978044,72.5902141,6E_246,1000000000,3.42
Air,MotherHub_AMD_6E_238,22.8978044,72.5902141,6E_238,1000000000,4.75
Air,MotherHub_AMD_6E125',22.8978044,72.5902141,6E125',1000000000,1.75
Air,MotherHub_AMD_6E237',22.8978044,72.5902141,6E237',1000000000,13.67
Air,MotherHub_AMD_6E958,22.8978044,72.5902141,6E958,1000000000,0.58
Air,MotherHub_BLR_6E344,12.9842798,77.8242648,6E344,1000000000,3.75
Air,MotherHub_BLR_6E163',12.9842798,77.8242648,6E163',1000000000,6.58
Air,MotherHub_BLR_6E637,12.9842798,77.8242648,6E637,1000000000,7.08
Air,MotherHub_BLR_6E901,12.9842798,77.8242648,6E901,1000000000,11.5
Air,MotherHub_BLR_6E677,12.9842798,77.8242648,6E677,1000000000,0.67
Air,MotherHub_BLR_6E266',12.9842798,77.8242648,6E266',1000000000,1.58
Air,MotherHub_BLR_6E387,12.9842798,77.8242648,6E387,1000000000,6.5
Air,MotherHub_BLR_6E324,12.9842798,77.8242648,6E324,1000000000,10.33
Air,MotherHub_BLR_6E877,12.9842798,77.8242648,6E877,1000000000,15.92
Air,MotherHub_BLR_6E586,12.9842798,77.8242648,6E586,1000000000,1.25
Air,MotherHub_BLR_6E759,12.9842798,77.8242648,6E759,1000000000,5
Air,MotherHub_BLR_6E237',12.9842798,77.8242648,6E237',1000000000,9.17
Air,MotherHub_BLR_6E166',12.9842798,77.8242648,6E166',1000000000,12
Air,MotherHub_BLR_6E146',12.9842798,77.8242648,6E146',1000000000,18.08
Air,MotherHub_BLR_6E466,12.9842798,77.8242648,6E466,1000000000,10.67
Air,MotherHub_BLR_6E413,12.9842798,77.8242648,6E413,1000000000,3.75
Air,MotherHub_BLR_6E407,12.9842798,77.8242648,6E407,1000000000,7.92
Air,MotherHub_BLR_6E425,12.9842798,77.8242648,6E425,1000000000,14.25
Air,MotherHub_BLR_6E731,12.9842798,77.8242648,6E731,1000000000,17.33
Air,MotherHub_BLR_6E713,12.9842798,77.8242648,6E713,1000000000,0.5
Air,MotherHub_BLR_6E339,12.9842798,77.8242648,6E339,1000000000,1.33
Air,MotherHub_BLR_6E875,12.9842798,77.8242648,6E875,1000000000,4.83
Air,MotherHub_BLR_6E433,12.9842798,77.8242648,6E433,1000000000,5.58
Air,MotherHub_BLR_6E422,12.9842798,77.8242648,6E422,1000000000,7.25
Air,MotherHub_BLR_6E135',12.9842798,77.8242648,6E135',1000000000,11.5
Air,MotherHub_BLR_6E349,12.9842798,77.8242648,6E349,1000000000,13.5
Air,MotherHub_BLR_6E676,12.9842798,77.8242648,6E676,1000000000,14.17
Air,MotherHub_BLR_6E529,12.9842798,77.8242648,6E529,1000000000,17.92
Air,MotherHub_BLR_6E641,12.9842798,77.8242648,6E641,1000000000,1.17
Air,MotherHub_BLR_6E469,12.9842798,77.8242648,6E469,1000000000,12.17
Air,MotherHub_BLR_6E638,12.9842798,77.8242648,6E638,1000000000,12.5
Air,MotherHub_BLR_6E+164,12.9842798,77.8242648,6.00E+164,1000000000,18.33
Air,MotherHub_MUM_G8_381,19.1170238,72.8580558,G8_381,1000000000,3.58
Air,MotherHub_KOL_6E462,22.708183,88.28565,6E462,1000000000,2.17
Air,MotherHub_KOL_6E659,22.708183,88.28565,6E659,1000000000,5.92
Air,MotherHub_KOL_G8_537,22.708183,88.28565,G8_537,1000000000,13.75
Air,MotherHub_KOL_SG514,22.708183,88.28565,SG514,1000000000,1.92
Air,MotherHub_KOL_6E906,22.708183,88.28565,6E906,1000000000,2.08
Air,MotherHub_KOL_6E425,22.708183,88.28565,6E425,1000000000,10.83
Air,MotherHub_KOL_SG_488,22.708183,88.28565,SG_488,1000000000,3
Air,MotherHub_KOL_6E202',22.708183,88.28565,6E202',1000000000,7.75
Air,MotherHub_KOL_6E275',22.708183,88.28565,6E275',1000000000,9.33
Air,MotherHub_KOL_6E293',22.708183,88.28565,6E293',1000000000,2.33
Air,MotherHub_KOL_6E512,22.708183,88.28565,6E512,1000000000,6.92
Air,MotherHub_KOL_6E854,22.708183,88.28565,6E854,1000000000,3.83
Air,MotherHub_KOL_6E762,22.708183,88.28565,6E762,1000000000,6.67
Air,MotherHub_KOL_6E344,22.708183,88.28565,6E344,1000000000,6.83
Air,MotherHub_KOL_6E623,22.708183,88.28565,6E623,1000000000,2.17
Air,MotherHub_KOL_6E634,22.708183,88.28565,6E634,1000000000,6.67
Air,MotherHub_KOL_6E183',22.708183,88.28565,6E183',1000000000,10.67
Air,MotherHub_KOL_6E538,22.708183,88.28565,6E538,1000000000,13.67
Air,MotherHub_KOL_6E354,22.708183,88.28565,6E354,1000000000,15.25
Air,MotherHub_KOL_6E345,22.708183,88.28565,6E345,1000000000,4.75
Air,MotherHub_KOL_6E958,22.708183,88.28565,6E958,1000000000,9
Air,MotherHub_KOL_SG658,22.708183,88.28565,SG658,1000000000,12.42
Air,MotherHub_KOL_G8532,22.708183,88.28565,G8532,1000000000,4.92
Air,MotherHub_KOL_SG3297,22.708183,88.28565,SG3297,1000000000,1.42
Air,MotherHub_KOL_SG657,22.708183,88.28565,SG657,1000000000,9
Air,MotherHub_KOL_6E+245,22.708183,88.28565,6.00E+245,1000000000,1.83
Air,MotherHub_KOL_6E139’,22.708183,88.28565,6E139’,1000000000,2.5
Air,MotherHub_KOL_6E861,22.708183,88.28565,6E861,1000000000,3.75
Air,MotherHub_KOL_6E_788,22.708183,88.28565,6E_788,1000000000,1.08
Air,MotherHub_KOL_6E_208,22.708183,88.28565,6E_208,1000000000,9.42
Air,MotherHub_KOL_6E_703,22.708183,88.28565,6E_703,1000000000,6.92
Air,MotherHub_KOL_6E_644,22.708183,88.28565,6E_644,1000000000,12.75
