Type,key,dest_mh_lat,dest_mh_long,DH_lat,DH_long,dest_mh,DH,Ready_time,Load
Shipment,MOTHERHUB_AMD-BAPUNAGARHUB_AMD,22.8978044,72.5902141,23.0387000,72.630800,MOTHERHUB_AMD,BAPUNAGARHUB_AMD,72000,386
Shipment,MOTHERHUB_AMD-BOPALHUB_AMD,22.8978044,72.5902141,23.2599000,77.412600,MOTHERHUB_AMD,BOPALHUB_AMD,72000,385
Shipment,MOTHERHUB_AMD-CGROADHUB_ADI,22.8978044,72.5902141,23.0386028,72.563322,MOTHERHUB_AMD,CGROADHUB_ADI,72000,465
Shipment,MOTHERHUB_AMD-MANINAGARHUB_ADI,22.8978044,72.5902141,22.9893473,72.642650,MOTHERHUB_AMD,MANINAGARHUB_ADI,72000,777
Shipment,MOTHERHUB_AMD-MANINAGARMPHUB_AMD,22.8978044,72.5902141,22.9893473,72.642650,MOTHERHUB_AMD,MANINAGARMPHUB_AMD,72000,230
Shipment,MOTHERHUB_AMD-RANIPHUB_AMD,22.8978044,72.5902141,23.0803000,72.571900,MOTHERHUB_AMD,RANIPHUB_AMD,72000,547
Shipment,MOTHERHUB_AMD-VEJALPURHUB_ADI,22.8978044,72.5902141,23.0096118,72.524339,MOTHERHUB_AMD,VEJALPURHUB_ADI,72000,449
