Type,key,src_lat,src_long,dest_lat,dest_long,src,dest,Ready_time,Load,Delivery_start_time,Delivery_end_time,time,hour,t,Load
Shipment,MotherHub_AMD_anandhub_amd_19,22.8978044,72.5902141,22.556447,72.963939,MotherHub_AMD,anandhub_amd,68400,357,93600,122400,2.337554078,19,0.747,477
Shipment,MotherHub_AMD_anandhub_amd_20,22.8978044,72.5902141,22.556447,72.963939,MotherHub_AMD,anandhub_amd,72000,35,93600,122400,2.337554078,20,0.073,477
Shipment,MotherHub_AMD_anandhub_amd_21,22.8978044,72.5902141,22.556447,72.963939,MotherHub_AMD,anandhub_amd,75600,32,93600,122400,2.337554078,21,0.065,477
Shipment,MotherHub_AMD_anandhub_amd_22,22.8978044,72.5902141,22.556447,72.963939,MotherHub_AMD,anandhub_amd,79200,32,93600,122400,2.337554078,22,0.065,477
Shipment,MotherHub_AMD_anandhub_amd_23,22.8978044,72.5902141,22.556447,72.963939,MotherHub_AMD,anandhub_amd,82800,24,93600,122400,2.337554078,23,0.05,477
Shipment,MotherHub_AMD_bharuchhub_brh_19,22.8978044,72.5902141,21.718804,72.985729,MotherHub_AMD,bharuchhub_brh,68400,660,100800,122400,5.948248565,19,0.747,883
Shipment,MotherHub_AMD_bharuchhub_brh_20,22.8978044,72.5902141,21.718804,72.985729,MotherHub_AMD,bharuchhub_brh,72000,65,100800,122400,5.948248565,20,0.073,883
Shipment,MotherHub_AMD_bharuchhub_brh_21,22.8978044,72.5902141,21.718804,72.985729,MotherHub_AMD,bharuchhub_brh,75600,58,100800,122400,5.948248565,21,0.065,883
Shipment,MotherHub_AMD_bharuchhub_brh_22,22.8978044,72.5902141,21.718804,72.985729,MotherHub_AMD,bharuchhub_brh,79200,58,100800,122400,5.948248565,22,0.065,883
Shipment,MotherHub_AMD_bharuchhub_brh_23,22.8978044,72.5902141,21.718804,72.985729,MotherHub_AMD,bharuchhub_brh,82800,45,100800,122400,5.948248565,23,0.05,883
Shipment,MotherHub_AMD_bhavnagarhub_bvg_19,22.8978044,72.5902141,21.7619982,72.1540159,MotherHub_AMD,bhavnagarhub_bvg,68400,356,100800,122400,5.807878558,19,0.747,476
Shipment,MotherHub_AMD_bhavnagarhub_bvg_20,22.8978044,72.5902141,21.7619982,72.1540159,MotherHub_AMD,bhavnagarhub_bvg,72000,35,100800,122400,5.807878558,20,0.073,476
Shipment,MotherHub_AMD_bhavnagarhub_bvg_21,22.8978044,72.5902141,21.7619982,72.1540159,MotherHub_AMD,bhavnagarhub_bvg,75600,31,100800,122400,5.807878558,21,0.065,476
Shipment,MotherHub_AMD_bhavnagarhub_bvg_22,22.8978044,72.5902141,21.7619982,72.1540159,MotherHub_AMD,bhavnagarhub_bvg,79200,31,100800,122400,5.807878558,22,0.065,476
Shipment,MotherHub_AMD_bhavnagarhub_bvg_23,22.8978044,72.5902141,21.7619982,72.1540159,MotherHub_AMD,bhavnagarhub_bvg,82800,24,100800,122400,5.807878558,23,0.05,476
Shipment,MotherHub_AMD_bhujhub_bhj_19,22.8978044,72.5902141,23.242865,69.6398817,MotherHub_AMD,bhujhub_bhj,68400,234,111600,129600,13.18409377,19,0.747,312
Shipment,MotherHub_AMD_bhujhub_bhj_20,22.8978044,72.5902141,23.242865,69.6398817,MotherHub_AMD,bhujhub_bhj,72000,23,111600,129600,13.18409377,20,0.073,312
Shipment,MotherHub_AMD_bhujhub_bhj_21,22.8978044,72.5902141,23.242865,69.6398817,MotherHub_AMD,bhujhub_bhj,75600,21,111600,129600,13.18409377,21,0.065,312
Shipment,MotherHub_AMD_bhujhub_bhj_22,22.8978044,72.5902141,23.242865,69.6398817,MotherHub_AMD,bhujhub_bhj,79200,21,111600,129600,13.18409377,22,0.065,312
Shipment,MotherHub_AMD_bhujhub_bhj_23,22.8978044,72.5902141,23.242865,69.6398817,MotherHub_AMD,bhujhub_bhj,82800,16,111600,129600,13.18409377,23,0.05,312
Shipment,MotherHub_AMD_gandhidhamhub_gdm_19,22.8978044,72.5902141,23.0803778,70.0947859,MotherHub_AMD,gandhidhamhub_gdm,68400,419,104400,122400,11.10388842,19,0.747,560
Shipment,MotherHub_AMD_gandhidhamhub_gdm_20,22.8978044,72.5902141,23.0803778,70.0947859,MotherHub_AMD,gandhidhamhub_gdm,72000,41,104400,122400,11.10388842,20,0.073,560
Shipment,MotherHub_AMD_gandhidhamhub_gdm_21,22.8978044,72.5902141,23.0803778,70.0947859,MotherHub_AMD,gandhidhamhub_gdm,75600,37,104400,122400,11.10388842,21,0.065,560
Shipment,MotherHub_AMD_gandhidhamhub_gdm_22,22.8978044,72.5902141,23.0803778,70.0947859,MotherHub_AMD,gandhidhamhub_gdm,79200,37,104400,122400,11.10388842,22,0.065,560
Shipment,MotherHub_AMD_gandhidhamhub_gdm_23,22.8978044,72.5902141,23.0803778,70.0947859,MotherHub_AMD,gandhidhamhub_gdm,82800,28,104400,122400,11.10388842,23,0.05,560
Shipment,MotherHub_AMD_gandhinagarhub_gan_19,22.8978044,72.5902141,23.2019832,72.6147011,MotherHub_AMD,gandhinagarhub_gan,68400,575,90000,122400,1.469685004,19,0.747,769
Shipment,MotherHub_AMD_gandhinagarhub_gan_20,22.8978044,72.5902141,23.2019832,72.6147011,MotherHub_AMD,gandhinagarhub_gan,72000,57,90000,122400,1.469685004,20,0.073,769
Shipment,MotherHub_AMD_gandhinagarhub_gan_21,22.8978044,72.5902141,23.2019832,72.6147011,MotherHub_AMD,gandhinagarhub_gan,75600,50,90000,122400,1.469685004,21,0.065,769
Shipment,MotherHub_AMD_gandhinagarhub_gan_22,22.8978044,72.5902141,23.2019832,72.6147011,MotherHub_AMD,gandhinagarhub_gan,79200,50,90000,122400,1.469685004,22,0.065,769
Shipment,MotherHub_AMD_gandhinagarhub_gan_23,22.8978044,72.5902141,23.2019832,72.6147011,MotherHub_AMD,gandhinagarhub_gan,82800,39,90000,122400,1.469685004,23,0.05,769
Shipment,MotherHub_AMD_godhrahub_ghr_19,22.8978044,72.5902141,22.84282,73.76371,MotherHub_AMD,godhrahub_ghr,68400,157,117000,122400,5.216633622,19,0.747,210
Shipment,MotherHub_AMD_godhrahub_ghr_20,22.8978044,72.5902141,22.84282,73.76371,MotherHub_AMD,godhrahub_ghr,72000,16,117000,122400,5.216633622,20,0.073,210
Shipment,MotherHub_AMD_godhrahub_ghr_21,22.8978044,72.5902141,22.84282,73.76371,MotherHub_AMD,godhrahub_ghr,75600,14,117000,122400,5.216633622,21,0.065,210
Shipment,MotherHub_AMD_godhrahub_ghr_22,22.8978044,72.5902141,22.84282,73.76371,MotherHub_AMD,godhrahub_ghr,79200,14,117000,122400,5.216633622,22,0.065,210
Shipment,MotherHub_AMD_godhrahub_ghr_23,22.8978044,72.5902141,22.84282,73.76371,MotherHub_AMD,godhrahub_ghr,82800,11,117000,122400,5.216633622,23,0.05,210
Shipment,MotherHub_AMD_himmatnagarhub_hmt_19,22.8978044,72.5902141,23.6036,72.9639,MotherHub_AMD,himmatnagarhub_hmt,68400,154,97200,129600,3.781869024,19,0.747,206
Shipment,MotherHub_AMD_himmatnagarhub_hmt_20,22.8978044,72.5902141,23.6036,72.9639,MotherHub_AMD,himmatnagarhub_hmt,72000,16,97200,129600,3.781869024,20,0.073,206
Shipment,MotherHub_AMD_himmatnagarhub_hmt_21,22.8978044,72.5902141,23.6036,72.9639,MotherHub_AMD,himmatnagarhub_hmt,75600,14,97200,129600,3.781869024,21,0.065,206
Shipment,MotherHub_AMD_himmatnagarhub_hmt_22,22.8978044,72.5902141,23.6036,72.9639,MotherHub_AMD,himmatnagarhub_hmt,79200,14,97200,129600,3.781869024,22,0.065,206
Shipment,MotherHub_AMD_himmatnagarhub_hmt_23,22.8978044,72.5902141,23.6036,72.9639,MotherHub_AMD,himmatnagarhub_hmt,82800,11,97200,129600,3.781869024,23,0.05,206
Shipment,MotherHub_AMD_jamnagarhub_qgr_19,22.8978044,72.5902141,22.468992,70.0412043,MotherHub_AMD,jamnagarhub_qgr,68400,561,108000,122400,11.51888302,19,0.747,751
Shipment,MotherHub_AMD_jamnagarhub_qgr_20,22.8978044,72.5902141,22.468992,70.0412043,MotherHub_AMD,jamnagarhub_qgr,72000,55,108000,122400,11.51888302,20,0.073,751
Shipment,MotherHub_AMD_jamnagarhub_qgr_21,22.8978044,72.5902141,22.468992,70.0412043,MotherHub_AMD,jamnagarhub_qgr,75600,49,108000,122400,11.51888302,21,0.065,751
Shipment,MotherHub_AMD_jamnagarhub_qgr_22,22.8978044,72.5902141,22.468992,70.0412043,MotherHub_AMD,jamnagarhub_qgr,79200,49,108000,122400,11.51888302,22,0.065,751
Shipment,MotherHub_AMD_jamnagarhub_qgr_23,22.8978044,72.5902141,22.468992,70.0412043,MotherHub_AMD,jamnagarhub_qgr,82800,38,108000,122400,11.51888302,23,0.05,751
Shipment,MotherHub_AMD_junagadhhub_ixk_19,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,junagadhhub_ixk,68400,255,108000,122400,11.60371472,19,0.747,341
Shipment,MotherHub_AMD_junagadhhub_ixk_20,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,junagadhhub_ixk,72000,25,108000,122400,11.60371472,20,0.073,341
Shipment,MotherHub_AMD_junagadhhub_ixk_21,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,junagadhhub_ixk,75600,23,108000,122400,11.60371472,21,0.065,341
Shipment,MotherHub_AMD_junagadhhub_ixk_22,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,junagadhhub_ixk,79200,23,108000,122400,11.60371472,22,0.065,341
Shipment,MotherHub_AMD_junagadhhub_ixk_23,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,junagadhhub_ixk,82800,18,108000,122400,11.60371472,23,0.05,341
Shipment,MotherHub_AMD_kalawadroadhub_raj_19,22.8978044,72.5902141,22.2850443,70.7723721,MotherHub_AMD,kalawadroadhub_raj,68400,1145,97200,118800,8.609088434,19,0.747,1532
Shipment,MotherHub_AMD_kalawadroadhub_raj_20,22.8978044,72.5902141,22.2850443,70.7723721,MotherHub_AMD,kalawadroadhub_raj,72000,112,97200,118800,8.609088434,20,0.073,1532
Shipment,MotherHub_AMD_kalawadroadhub_raj_21,22.8978044,72.5902141,22.2850443,70.7723721,MotherHub_AMD,kalawadroadhub_raj,75600,100,97200,118800,8.609088434,21,0.065,1532
Shipment,MotherHub_AMD_kalawadroadhub_raj_22,22.8978044,72.5902141,22.2850443,70.7723721,MotherHub_AMD,kalawadroadhub_raj,79200,100,97200,118800,8.609088434,22,0.065,1532
Shipment,MotherHub_AMD_kalawadroadhub_raj_23,22.8978044,72.5902141,22.2850443,70.7723721,MotherHub_AMD,kalawadroadhub_raj,82800,77,97200,118800,8.609088434,23,0.05,1532
Shipment,MotherHub_AMD_mehsanahub_mhn_19,22.8978044,72.5902141,23.5972549,72.3793129,MotherHub_AMD,mehsanahub_mhn,68400,326,111600,122400,3.497210281,19,0.747,436
Shipment,MotherHub_AMD_mehsanahub_mhn_20,22.8978044,72.5902141,23.5972549,72.3793129,MotherHub_AMD,mehsanahub_mhn,72000,32,111600,122400,3.497210281,20,0.073,436
Shipment,MotherHub_AMD_mehsanahub_mhn_21,22.8978044,72.5902141,23.5972549,72.3793129,MotherHub_AMD,mehsanahub_mhn,75600,29,111600,122400,3.497210281,21,0.065,436
Shipment,MotherHub_AMD_mehsanahub_mhn_22,22.8978044,72.5902141,23.5972549,72.3793129,MotherHub_AMD,mehsanahub_mhn,79200,29,111600,122400,3.497210281,22,0.065,436
Shipment,MotherHub_AMD_mehsanahub_mhn_23,22.8978044,72.5902141,23.5972549,72.3793129,MotherHub_AMD,mehsanahub_mhn,82800,22,111600,122400,3.497210281,23,0.05,436
Shipment,MotherHub_AMD_morbihub_mrb_19,22.8978044,72.5902141,22.8185931,70.821625,MotherHub_AMD,morbihub_mrb,68400,205,108000,122400,7.861845596,19,0.747,274
Shipment,MotherHub_AMD_morbihub_mrb_20,22.8978044,72.5902141,22.8185931,70.821625,MotherHub_AMD,morbihub_mrb,72000,21,108000,122400,7.861845596,20,0.073,274
Shipment,MotherHub_AMD_morbihub_mrb_21,22.8978044,72.5902141,22.8185931,70.821625,MotherHub_AMD,morbihub_mrb,75600,18,108000,122400,7.861845596,21,0.065,274
Shipment,MotherHub_AMD_morbihub_mrb_22,22.8978044,72.5902141,22.8185931,70.821625,MotherHub_AMD,morbihub_mrb,79200,18,108000,122400,7.861845596,22,0.065,274
Shipment,MotherHub_AMD_morbihub_mrb_23,22.8978044,72.5902141,22.8185931,70.821625,MotherHub_AMD,morbihub_mrb,82800,14,108000,122400,7.861845596,23,0.05,274
Shipment,MotherHub_AMD_MotherHub_BIL_19,22.8978044,72.5902141,19.2374987,73.0362352,MotherHub_AMD,MotherHub_BIL,68400,618,86400,129600,17.75058603,19,0.747,826
Shipment,MotherHub_AMD_MotherHub_BIL_20,22.8978044,72.5902141,19.2374987,73.0362352,MotherHub_AMD,MotherHub_BIL,72000,61,86400,129600,17.75058603,20,0.073,826
Shipment,MotherHub_AMD_MotherHub_BIL_21,22.8978044,72.5902141,19.2374987,73.0362352,MotherHub_AMD,MotherHub_BIL,75600,54,86400,129600,17.75058603,21,0.065,826
Shipment,MotherHub_AMD_MotherHub_BIL_22,22.8978044,72.5902141,19.2374987,73.0362352,MotherHub_AMD,MotherHub_BIL,79200,54,86400,129600,17.75058603,22,0.065,826
Shipment,MotherHub_AMD_MotherHub_BIL_23,22.8978044,72.5902141,19.2374987,73.0362352,MotherHub_AMD,MotherHub_BIL,82800,42,86400,129600,17.75058603,23,0.05,826
Shipment,MotherHub_AMD_MotherHub_STV_19,22.8978044,72.5902141,21.0895987,72.900005,MotherHub_AMD,MotherHub_STV,68400,31,86400,122400,8.821979815,19,0.747,41
Shipment,MotherHub_AMD_MotherHub_STV_20,22.8978044,72.5902141,21.0895987,72.900005,MotherHub_AMD,MotherHub_STV,72000,3,86400,122400,8.821979815,20,0.073,41
Shipment,MotherHub_AMD_MotherHub_STV_21,22.8978044,72.5902141,21.0895987,72.900005,MotherHub_AMD,MotherHub_STV,75600,3,86400,122400,8.821979815,21,0.065,41
Shipment,MotherHub_AMD_MotherHub_STV_22,22.8978044,72.5902141,21.0895987,72.900005,MotherHub_AMD,MotherHub_STV,79200,3,86400,122400,8.821979815,22,0.065,41
Shipment,MotherHub_AMD_MotherHub_STV_23,22.8978044,72.5902141,21.0895987,72.900005,MotherHub_AMD,MotherHub_STV,82800,3,86400,122400,8.821979815,23,0.05,41
Shipment,MotherHub_AMD_mundrahub_mud_19,22.8978044,72.5902141,22.8422969,69.7320994,MotherHub_AMD,mundrahub_mud,68400,181,117000,129600,12.69168322,19,0.747,242
Shipment,MotherHub_AMD_mundrahub_mud_20,22.8978044,72.5902141,22.8422969,69.7320994,MotherHub_AMD,mundrahub_mud,72000,18,117000,129600,12.69168322,20,0.073,242
Shipment,MotherHub_AMD_mundrahub_mud_21,22.8978044,72.5902141,22.8422969,69.7320994,MotherHub_AMD,mundrahub_mud,75600,16,117000,129600,12.69168322,21,0.065,242
Shipment,MotherHub_AMD_mundrahub_mud_22,22.8978044,72.5902141,22.8422969,69.7320994,MotherHub_AMD,mundrahub_mud,79200,16,117000,129600,12.69168322,22,0.065,242
Shipment,MotherHub_AMD_mundrahub_mud_23,22.8978044,72.5902141,22.8422969,69.7320994,MotherHub_AMD,mundrahub_mud,82800,13,117000,129600,12.69168322,23,0.05,242
Shipment,MotherHub_AMD_nadiadhub_amd_19,22.8978044,72.5902141,22.6916,72.8634,MotherHub_AMD,nadiadhub_amd,68400,119,90000,122400,1.568391152,19,0.747,159
Shipment,MotherHub_AMD_nadiadhub_amd_20,22.8978044,72.5902141,22.6916,72.8634,MotherHub_AMD,nadiadhub_amd,72000,12,90000,122400,1.568391152,20,0.073,159
Shipment,MotherHub_AMD_nadiadhub_amd_21,22.8978044,72.5902141,22.6916,72.8634,MotherHub_AMD,nadiadhub_amd,75600,11,90000,122400,1.568391152,21,0.065,159
Shipment,MotherHub_AMD_nadiadhub_amd_22,22.8978044,72.5902141,22.6916,72.8634,MotherHub_AMD,nadiadhub_amd,79200,11,90000,122400,1.568391152,22,0.065,159
Shipment,MotherHub_AMD_nadiadhub_amd_23,22.8978044,72.5902141,22.6916,72.8634,MotherHub_AMD,nadiadhub_amd,82800,8,90000,122400,1.568391152,23,0.05,159
Shipment,MotherHub_AMD_palanpurhub_pln_19,22.8978044,72.5902141,24.1743804,72.4089852,MotherHub_AMD,palanpurhub_pln,68400,201,118800,122400,6.202992014,19,0.747,269
Shipment,MotherHub_AMD_palanpurhub_pln_20,22.8978044,72.5902141,24.1743804,72.4089852,MotherHub_AMD,palanpurhub_pln,72000,20,118800,122400,6.202992014,20,0.073,269
Shipment,MotherHub_AMD_palanpurhub_pln_21,22.8978044,72.5902141,24.1743804,72.4089852,MotherHub_AMD,palanpurhub_pln,75600,18,118800,122400,6.202992014,21,0.065,269
Shipment,MotherHub_AMD_palanpurhub_pln_22,22.8978044,72.5902141,24.1743804,72.4089852,MotherHub_AMD,palanpurhub_pln,79200,18,118800,122400,6.202992014,22,0.065,269
Shipment,MotherHub_AMD_palanpurhub_pln_23,22.8978044,72.5902141,24.1743804,72.4089852,MotherHub_AMD,palanpurhub_pln,82800,14,118800,122400,6.202992014,23,0.05,269
Shipment,MotherHub_AMD_porbandarhub_por_19,22.8978044,72.5902141,21.6468447,69.6345955,MotherHub_AMD,porbandarhub_por,68400,148,118800,129600,14.49146049,19,0.747,198
Shipment,MotherHub_AMD_porbandarhub_por_20,22.8978044,72.5902141,21.6468447,69.6345955,MotherHub_AMD,porbandarhub_por,72000,15,118800,129600,14.49146049,20,0.073,198
Shipment,MotherHub_AMD_porbandarhub_por_21,22.8978044,72.5902141,21.6468447,69.6345955,MotherHub_AMD,porbandarhub_por,75600,13,118800,129600,14.49146049,21,0.065,198
Shipment,MotherHub_AMD_porbandarhub_por_22,22.8978044,72.5902141,21.6468447,69.6345955,MotherHub_AMD,porbandarhub_por,79200,13,118800,129600,14.49146049,22,0.065,198
Shipment,MotherHub_AMD_porbandarhub_por_23,22.8978044,72.5902141,21.6468447,69.6345955,MotherHub_AMD,porbandarhub_por,82800,10,118800,129600,14.49146049,23,0.05,198
Shipment,MotherHub_AMD_surendranagarhub_sdr_19,22.8978044,72.5902141,22.7196472,71.6608486,MotherHub_AMD,surendranagarhub_sdr,68400,158,95400,122400,4.216235897,19,0.747,211
Shipment,MotherHub_AMD_surendranagarhub_sdr_20,22.8978044,72.5902141,22.7196472,71.6608486,MotherHub_AMD,surendranagarhub_sdr,72000,16,95400,122400,4.216235897,20,0.073,211
Shipment,MotherHub_AMD_surendranagarhub_sdr_21,22.8978044,72.5902141,22.7196472,71.6608486,MotherHub_AMD,surendranagarhub_sdr,75600,14,95400,122400,4.216235897,21,0.065,211
Shipment,MotherHub_AMD_surendranagarhub_sdr_22,22.8978044,72.5902141,22.7196472,71.6608486,MotherHub_AMD,surendranagarhub_sdr,79200,14,95400,122400,4.216235897,22,0.065,211
Shipment,MotherHub_AMD_surendranagarhub_sdr_23,22.8978044,72.5902141,22.7196472,71.6608486,MotherHub_AMD,surendranagarhub_sdr,82800,11,95400,122400,4.216235897,23,0.05,211
Shipment,MotherHub_AMD_unahub_una_19,22.8978044,72.5902141,20.8235,71.0409,MotherHub_AMD,unahub_una,68400,175,118800,129600,12.16117266,19,0.747,233
Shipment,MotherHub_AMD_unahub_una_20,22.8978044,72.5902141,20.8235,71.0409,MotherHub_AMD,unahub_una,72000,18,118800,129600,12.16117266,20,0.073,233
Shipment,MotherHub_AMD_unahub_una_21,22.8978044,72.5902141,20.8235,71.0409,MotherHub_AMD,unahub_una,75600,16,118800,129600,12.16117266,21,0.065,233
Shipment,MotherHub_AMD_unahub_una_22,22.8978044,72.5902141,20.8235,71.0409,MotherHub_AMD,unahub_una,79200,16,118800,129600,12.16117266,22,0.065,233
Shipment,MotherHub_AMD_unahub_una_23,22.8978044,72.5902141,20.8235,71.0409,MotherHub_AMD,unahub_una,82800,12,118800,129600,12.16117266,23,0.05,233
Shipment,MotherHub_AMD_veravalhub_vrv_19,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,veravalhub_vrv,68400,136,118800,122400,11.60371472,19,0.747,182
Shipment,MotherHub_AMD_veravalhub_vrv_20,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,veravalhub_vrv,72000,14,118800,122400,11.60371472,20,0.073,182
Shipment,MotherHub_AMD_veravalhub_vrv_21,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,veravalhub_vrv,75600,12,118800,122400,11.60371472,21,0.065,182
Shipment,MotherHub_AMD_veravalhub_vrv_22,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,veravalhub_vrv,79200,12,118800,122400,11.60371472,22,0.065,182
Shipment,MotherHub_AMD_veravalhub_vrv_23,22.8978044,72.5902141,21.5219366,70.4552781,MotherHub_AMD,veravalhub_vrv,82800,10,118800,122400,11.60371472,23,0.05,182
