 route   , vehicle              , activity              , job             , arrTime         , endTime         , costs           ,,,
33, 6-MotherHub_BLR-32   , pickupShipment        , MotherHub_BLR-MOTHERHUB_BIL-2 ,0,0,0,,,
33, 6-MotherHub_BLR-32   , deliverShipment       , MotherHub_BLR-MOTHERHUB_MED ,60938,60938,17880270,,,
33, 6-MotherHub_BLR-32   , pickupShipment        , MOTHERHUB_MED-MOTHERHUB_BIL ,60938,60938,17880270,,,
33, 6-MotherHub_BLR-32   , deliverShipment       , MotherHub_BLR-MOTHERHUB_BIL-2 ,132077,132077,38753652,,,
33, 6-MotherHub_BLR-32   , deliverShipment       , MOTHERHUB_MED-MOTHERHUB_BIL ,132077,132077,38753652,,,
33, 6-MotherHub_BLR-32   , deliverShipment       , MotherHub_BLR-MOTHERHUB_STV ,156469,156469,45910549,43.4636111111,1.8109837963,45910.549
33, 6-MotherHub_BLR-32   , end                   , -               ,156469, undef           ,45910549,,,
,,,,,,,,,
34, 7-MotherHub_BLR-32   , start                 , -               , undef           ,0,0,,,
34, 7-MotherHub_BLR-32   , pickupShipment        , MotherHub_BLR-MOTHERHUB_BIL-1 ,0,0,0,,,
34, 7-MotherHub_BLR-32   , deliverShipment       , MotherHub_BLR-MOTHERHUB_BIL-1 ,101969,101969,29919446,28.3247222222,1.1801967593,29919.446
34, 7-MotherHub_BLR-32   , end                   , -               ,101969, undef           ,29919446,,,
,,,,,,,,,
35, 5-MotherHub_BLR-24   , start                 , -               , undef           ,0,0,,,
35, 5-MotherHub_BLR-24   , pickupShipment        , MotherHub_BLR-MOTHERHUB_KOL-2 ,0,0,0,,,
35, 5-MotherHub_BLR-24   , pickupShipment        , MotherHub_BLR-MOTHERHUB_CHN ,0,0,0,,,
35, 5-MotherHub_BLR-24   , deliverShipment       , MotherHub_BLR-MOTHERHUB_CHN ,22573,22573,7541541,,,
35, 5-MotherHub_BLR-24   , pickupShipment        , MOTHERHUB_CHN-MOTHERHUB_KOL ,22573,22573,7541541,,,
35, 5-MotherHub_BLR-24   , deliverShipment       , MotherHub_BLR-MOTHERHUB_KOL-2 ,150815,150815,50386318,,,
35, 5-MotherHub_BLR-24   , deliverShipment       , MOTHERHUB_CHN-MOTHERHUB_KOL ,150815,150815,50386318,41.8930555556,1.7455439815,50386.318
35, 5-MotherHub_BLR-24   , end                   , -               ,150815, undef           ,50386318,,,
,,,,,,,,,
36, 7-MotherHub_BLR-24   , start                 , -               , undef           ,0,0,,,
36, 7-MotherHub_BLR-24   , pickupShipment        , MotherHub_BLR-MOTHERHUB_PTI-2 ,0,0,0,,,
36, 7-MotherHub_BLR-24   , deliverShipment       , MotherHub_BLR-MOTHERHUB_PTI-2 ,158319,158319,52893051,43.9775,1.8323958333,52893.051
36, 7-MotherHub_BLR-24   , end                   , -               ,158319, undef           ,52893051,,,
,,,,,,,,,
37, 3-MOTHERHUB_JAI-32   , start                 , -               , undef           ,0,0,,,
37, 3-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_JAI-MOTHERHUB_BLR ,0,0,0,,,
37, 3-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_PTI-MOTHERHUB_BLR-5 ,21783,21783,6391613,,,
37, 3-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_PTI-MOTHERHUB_BLR-5 ,223280,223280,65514111,,,
37, 3-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_JAI-MOTHERHUB_BLR ,223280,223280,65514111,62.0222222222,2.5842592593,65514.111
37, 3-MOTHERHUB_JAI-32   , end                   , -               ,223280, undef           ,65514111,,,
,,,,,,,,,
38, 4-MOTHERHUB_JAI-32   , start                 , -               , undef           ,0,0,,,
38, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_JAI-MOTHERHUB_PTI ,0,0,0,,,
38, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_JAI-MOTHERHUB_PTI ,21783,21783,6391613,,,
38, 4-MOTHERHUB_JAI-32   , pickupShipment        , MOTHERHUB_PTI-MOTHERHUB_KOL-4 ,21783,21783,6391613,,,
38, 4-MOTHERHUB_JAI-32   , deliverShipment       , MOTHERHUB_PTI-MOTHERHUB_KOL-4 ,175801,175801,51582982,48.8336111111,2.0347337963,51582.982
38, 4-MOTHERHUB_JAI-32   , end                   , -               ,175801, undef           ,51582982,,,
