Type,key,src_lat,src_long,dest_lat,dest_long,dest_mh,dh_name,Ready_time,Load,DEL_time,Cluster
Shipment,MOTHERHUB_IXR-ADITYAPURHUB_IXW,23.352715,85.343538,22.7908,86.1661,MOTHERHUB_IXR,AdityapurHub_IXW,72000,"1,002",118800,TRANS_IXR
Shipment,MOTHERHUB_IXR-BOKAROHUB_BKO,23.352715,85.343538,23.666672,86.147785,MOTHERHUB_IXR,BokaroHub_BKO,72000,599,118800,TRANS_IXR
Shipment,MOTHERHUB_IXR-DHANBADHUB_DBD,23.352715,85.343538,23.8234168,86.4348351,MOTHERHUB_IXR,DhanbadHub_DBD,72000,"1,501",118800,TRANS_IXR
Shipment,MOTHERHUB_IXR-GIRIDIHHUB_GRD,23.352715,85.343538,24.1913,86.2996,MOTHERHUB_IXR,GiridihHub_GRD,72000,364,118800,TRANS_IXR
Shipment,MOTHERHUB_IXR-HAZARIBAGHHUB_HZB,23.352715,85.343538,24.026039,85.37874,MOTHERHUB_IXR,HazaribaghHub_HZB,72000,481,118800,TRANS_IXR
Shipment,MOTHERHUB_IXR-JAMSHEDPURHUB_IXW,23.352715,85.343538,22.8085525,86.2052305,MOTHERHUB_IXR,JamshedpurHub_IXW,72000,"1,482",118800,TRANS_IXR
