type,Concat,Lat Source,Long Source,Lat Dest ,Long Dest ,Source,Dest ,Ready Time,Load
Shipment,MotherHub_BLR-AlleppeyHub_ALP,12.9842798,77.8242648,9.4837391,76.3284354,MotherHub_BLR,AlleppeyHub_ALP,0,703
Shipment,MotherHub_BLR-AluvaHub_ALU,12.9842798,77.8242648,10.111613,76.373885,MotherHub_BLR,AluvaHub_ALU,0,1131
Shipment,MotherHub_BLR-ErnakulamHub_COK,12.9842798,77.8242648,9.999502,76.348626,MotherHub_BLR,ErnakulamHub_COK,0,727
Shipment,MotherHub_BLR-IrinjalakudaHub_IJK,12.9842798,77.8242648,10.344324,76.249005,MotherHub_BLR,IrinjalakudaHub_IJK,0,478
Shipment,MotherHub_BLR-KayamkulamHub_KKM,12.9842798,77.8242648,9.208077,76.515012,MotherHub_BLR,KayamkulamHub_KKM,0,377
Shipment,MotherHub_BLR-KochiHub_COK,12.9842798,77.8242648,9.984803,76.29502,MotherHub_BLR,KochiHub_COK,0,1168
Shipment,MotherHub_BLR-KollamHub_QLN,12.9842798,77.8242648,8.879079,76.608681,MotherHub_BLR,KollamHub_QLN,0,881
Shipment,MotherHub_BLR-KottayamHub_KTY,12.9842798,77.8242648,9.587114,76.5235,MotherHub_BLR,KottayamHub_KTY,0,759
Shipment,MotherHub_BLR-PalaHub_PLA,12.9842798,77.8242648,9.702529,76.664169,MotherHub_BLR,PalaHub_PLA,0,604
Shipment,MotherHub_BLR-ThodupuzhaHub_THP,12.9842798,77.8242648,9.89941,76.71859,MotherHub_BLR,ThodupuzhaHub_THP,0,752
Shipment,MotherHub_BLR-TiruvallaHub_TIR,12.9842798,77.8242648,9.3678185,76.5419499,MotherHub_BLR,TiruvallaHub_TIR,0,861
Shipment,MotherHub_BLR-TripunithuraHub_TRT,12.9842798,77.8242648,9.9347282,76.337804,MotherHub_BLR,TripunithuraHub_TRT,0,505
Shipment,MotherHub_BLR-TrissurHub_TCR,12.9842798,77.8242648,10.344324,76.249005,MotherHub_BLR,TrissurHub_TCR,0,966
Shipment,MotherHub_BLR-TrivandrumHub_TRV,12.9842798,77.8242648,8.8741725,76.6123883,MotherHub_BLR,TrivandrumHub_TRV,0,1861
Shipment,MotherHub_BLR-AnanthapurHub_ATP,12.9842798,77.8242648,14.6683137,77.5819832,MotherHub_BLR,AnanthapurHub_ATP,0,352
Shipment,MotherHub_BLR-BagalkotHub_BGK,12.9842798,77.8242648,16.164628,75.668542,MotherHub_BLR,BagalkotHub_BGK,0,563
Shipment,MotherHub_BLR-BelgaumHub_IXG,12.9842798,77.8242648,15.86925,74.522216,MotherHub_BLR,BelgaumHub_IXG,0,633
