Type,modified_zonal_del_key,zonal_del_src_lat,zonal_del_src_long,zonal_del_dest_lat,zonal_del_dest_long,zonal_del_src,zonal_del_dest,Ready_time,Load
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-3.90638889,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,14063,451
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-3.93555556,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,14168,53
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-4.35527778,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,15679,286
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-5.19333333,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,18696,483
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-5.93444444,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,21364,42
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-13.35388889,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,48074,313
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-17.59166667,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,63330,877
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-20.29805556,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,73073,72
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-20.55166667,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,73986,37
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-21.31055556,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,76718,83
Shipment,MOTHERHUB_PTI-MOTHERHUB_IDR-21.62111111,28.294166,76.855804,22.777113,75.9021171,MOTHERHUB_PTI,MOTHERHUB_IDR,77836,24
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-3,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,10800,6594
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-3.50361111,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,12613,113
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-3.90638889,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,14063,295
