tripType,tripID,Fleet-Size,Cost,src_lat,src_long,dest_lat,dest_long,Transit Time
Air,MotherHub_BLP-MotherHub_PUNE-9W-7072-/-S2-4351,10000000,34.5,28.294166,76.855804,18.6087917,73.7268817,2
Air,MotherHub_BLP-MotherHub_PUNE-9W-365-,10000000,34.5,28.294166,76.855804,18.6087917,73.7268817,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-316,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.166666667
Air,MotherHub_BLP-MotherHub_MUM-9W-340,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-352,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-308,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-373,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.166666667
Air,MotherHub_BLP-MotherHub_MUM-9W-362,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.166666667
Air,MotherHub_BLP-MotherHub_MUM-9W-334,10000000,11,28.294166,76.855804,19.1170238,72.8580558,10.55
Air,MotherHub_BLP-MotherHub_MUM-9W-356,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-354,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.25
Air,MotherHub_BLP-MotherHub_MUM-9W-312,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2.083333333
Air,MotherHub_BLP-MotherHub_MUM-9W-384,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2
Air,MotherHub_BLP-MotherHub_MUM-9W-304,10000000,11,28.294166,76.855804,19.1170238,72.8580558,2
Air,MotherHub_BLP-MotherHub_PAT-9W-727,10000000,27,28.294166,76.855804,25.587197,85.185842,1.666666667
Air,MotherHub_BLP-MotherHub_PAT-9W-730,10000000,27,28.294166,76.855804,25.587197,85.185842,1.583333333
Air,MotherHub_BLP-MotherHub_RAI-9W-/-9W-337-/-9W-2121,10000000,20.5,28.294166,76.855804,22.056106,82.171855,#VALUE!
Air,MotherHub_BLP-MotherHub_CJB-9W-/-9W-429-/-9W-423,10000000,23,28.294166,76.855804,11.0633423,77.0910944,#VALUE!
Air,MotherHub_BLP-CochinTCHub_KAM-9W-912,10000000,17.5,28.294166,76.855804,10.0435449,76.3367287,3.166666667
Air,MotherHub_GRG-MotherHub_PAT-6E-494,10000000,20.545,28.41544,77.002051,25.587197,85.185842,1.666666667
Air,MotherHub_GRG-MotherHub_PAT-6E-652,10000000,20.545,28.41544,77.002051,25.587197,85.185842,1.75
Air,MotherHub_GRG-MotherHub_PAT-6E-5126,10000000,20.545,28.41544,77.002051,25.587197,85.185842,1.583333333
Air,MotherHub_GRG-MotherHub_PAT-6E-581,10000000,20.545,28.41544,77.002051,25.587197,85.185842,1.5
Air,MotherHub_GRG-MotherHub_PAT-6E-493,10000000,20.545,28.41544,77.002051,25.587197,85.185842,3.083333333
Air,MotherHub_GRG-MotherHub_PAT-6E-5192,10000000,20.545,28.41544,77.002051,25.587197,85.185842,1.5
Air,MotherHub_GRG-MotherHub_CJB-6E-6213,10000000,34.225,28.41544,77.002051,11.0633423,77.0910944,2.916666667
Air,MotherHub_GRG-MotherHub_CJB-6E-985,10000000,28.18,28.41544,77.002051,11.0633423,77.0910944,4.25
Air,MotherHub_GRG-MotherHub_CJB-6E-3752,10000000,28.18,28.41544,77.002051,11.0633423,77.0910944,2.916666667
Air,MotherHub_GRG-MotherHub_PUNE-6E-177,10000000,21.295,28.41544,77.002051,18.6087917,73.7268817,2.083333333
Air,MotherHub_GRG-MotherHub_RAI-6E-757,10000000,22.045,28.41544,77.002051,22.056106,82.171855,1.75
Air,MotherHub_GRG-MotherHub_RAI-6E-393,10000000,22.045,28.41544,77.002051,22.056106,82.171855,1.75
Air,MotherHub_GRG-MotherHub_RAI-6E-201,10000000,22.045,28.41544,77.002051,22.056106,82.171855,1.583333333
Air,MotherHub_GRG-MotherHub_RAI-6E-4999,10000000,22.045,28.41544,77.002051,22.056106,82.171855,1.75
Air,MotherHub_GRG-MotherHub_IXR-6E-421,10000000,18.97,28.41544,77.002051,23.352715,85.343538,1.666666667
Air,MotherHub_GRG-MotherHub_IXR-6E-509,10000000,18.97,28.41544,77.002051,23.352715,85.343538,1.75
Air,MotherHub_GRG-MotherHub_IXR-6E-493,10000000,18.97,28.41544,77.002051,23.352715,85.343538,1.75
Air,MotherHub_GRG-MotherHub_IXR-6E-209,10000000,18.97,28.41544,77.002051,23.352715,85.343538,1.833333333
Air,MotherHub_GRG-MotherHub_GAU-SG152,10000000,30.775,28.41544,77.002051,26.043197,91.705232,2.25
Air,MotherHub_GRG-MotherHub_GAU-SG475,10000000,30.775,28.41544,77.002051,26.043197,91.705232,2.333333333
Air,MotherHub_GRG-MotherHub_GAU-6E-251,10000000,33.875,28.41544,77.002051,26.043197,91.705232,2.166666667
Air,MotherHub_GRG-MotherHub_GAU-6E-939,10000000,33.875,28.41544,77.002051,26.043197,91.705232,2.333333333
Air,MotherHub_GRG-MotherHub_GAU-6E-3645,10000000,33.875,28.41544,77.002051,26.043197,91.705232,3.916666667
Air,MotherHub_GRG-MotherHub_GAU-6E-5193,10000000,33.875,28.41544,77.002051,26.043197,91.705232,2.25
Air,MotherHub_GRG-MotherHub_BBI-6E-701,10000000,22.62,28.41544,77.002051,20.295471,85.84707,2.083333333
Air,MotherHub_GRG-MotherHub_BBI-6E-669,10000000,22.62,28.41544,77.002051,20.295471,85.84707,2.166666667
Air,MotherHub_GRG-MotherHub_BBI-6E-6132,10000000,22.62,28.41544,77.002051,20.295471,85.84707,3.666666667
Air,MotherHub_GRG-MotherHub_BBI-6E-211,10000000,22.62,28.41544,77.002051,20.295471,85.84707,2.166666667
Air,MotherHub_GRG-MotherHub_BBI-6E-887,10000000,22.62,28.41544,77.002051,20.295471,85.84707,2.166666667
Air,MotherHub_GRG-MotherHub_BBI-6E-111,10000000,22.62,28.41544,77.002051,20.295471,85.84707,2
Air,MotherHub_GRG-MotherHub_AMD-6E-961,10000000,45.94,28.41544,77.002051,22.8978044,72.5902141,1.583333333
Air,MotherHub_GRG-MotherHub_AMD-6E-517,10000000,45.94,28.41544,77.002051,22.8978044,72.5902141,1.5
Air,MotherHub_GRG-MotherHub_AMD-6E-153,10000000,45.94,28.41544,77.002051,22.8978044,72.5902141,1.5
Air,MotherHub_GRG-MotherHub_AMD-6E-157,10000000,45.94,28.41544,77.002051,22.8978044,72.5902141,1.5
Air,MotherHub_GRG-MotherHub_BLR-6E-133,10000000,45.94,28.41544,77.002051,12.9842798,77.8242648,2.666666667
Air,MotherHub_GRG-MotherHub_BLR-6E-481,10000000,45.94,28.41544,77.002051,12.9842798,77.8242648,2.833333333
Air,MotherHub_GRG-MotherHub_BLR-6E-839,10000000,45.94,28.41544,77.002051,12.9842798,77.8242648,2.583333333
Air,MotherHub_GRG-MotherHub_MED-6E-765,10000000,45.94,28.41544,77.002051,17.580519,78.469527,2.083333333
Air,MotherHub_GRG-MotherHub_MED-6E-747,10000000,45.94,28.41544,77.002051,17.580519,78.469527,2.25
Air,MotherHub_GRG-MotherHub_MED-6E-679,10000000,45.94,28.41544,77.002051,17.580519,78.469527,2.083333333
Air,MotherHub_GRG-MotherHub_KOL-6E-861,10000000,45.94,28.41544,77.002051,22.708183,88.28565,2.166666667
Air,MotherHub_GRG-MotherHub_KOL-6E-203,10000000,45.94,28.41544,77.002051,22.708183,88.28565,2.416666667
Air,MotherHub_GRG-MotherHub_CHN-6E-663,10000000,45.94,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_PUNE-6E-105,10000000,45.94,28.41544,77.002051,18.6087917,73.7268817,2.083333333
Air,MotherHub_GRG-MotherHub_KOL-AI-401,10000000,20.25,28.41544,77.002051,22.708183,88.28565,2.083333333
Air,MotherHub_GRG-MotherHub_KOL-AI-020,10000000,20.25,28.41544,77.002051,22.708183,88.28565,2.083333333
Air,MotherHub_GRG-MotherHub_KOL-AI-764,10000000,20.25,28.41544,77.002051,22.708183,88.28565,2.083333333
Air,MotherHub_GRG-MotherHub_KOL-AI-022,10000000,20.25,28.41544,77.002051,22.708183,88.28565,2.083333333
Air,MotherHub_GRG-MotherHub_MED-AI-560,10000000,19.91,28.41544,77.002051,17.580519,78.469527,2
Air,MotherHub_GRG-MotherHub_MED-AI-560,10000000,20.83,28.41544,77.002051,17.580519,78.469527,2
Air,MotherHub_GRG-MotherHub_MED-AI-542,10000000,19.91,28.41544,77.002051,17.580519,78.469527,2.166666667
Air,MotherHub_GRG-MotherHub_MED-AI-544,10000000,19.91,28.41544,77.002051,17.580519,78.469527,2.25
Air,MotherHub_GRG-MotherHub_MED-AI-839,10000000,19.91,28.41544,77.002051,17.580519,78.469527,2.083333333
Air,MotherHub_GRG-MotherHub_CHN-AI-439,10000000,19.25,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_CHN-AI-439,10000000,20,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_CHN-AI-429,10000000,19.25,28.41544,77.002051,13.04591,80.067723,2.75
Air,MotherHub_GRG-MotherHub_CHN-AI-042,10000000,19.25,28.41544,77.002051,13.04591,80.067723,2.75
Air,MotherHub_GRG-MotherHub_CHN-AI-540,10000000,19.25,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_PUNE-AI851,10000000,17.625,28.41544,77.002051,18.6087917,73.7268817,2
Air,MotherHub_GRG-MotherHub_PUNE-AI851,10000000,18,28.41544,77.002051,18.6087917,73.7268817,2
Air,MotherHub_GRG-MotherHub_PUNE-AI849,10000000,11.75,28.41544,77.002051,18.6087917,73.7268817,2.666666667
Air,MotherHub_GRG-MotherHub_PUNE-AI849,10000000,18,28.41544,77.002051,18.6087917,73.7268817,2.666666667
Air,MotherHub_GRG-MotherHub_RAI-AI477,10000000,18.25,28.41544,77.002051,22.056106,82.171855,1.833333333
Air,MotherHub_GRG-MotherHub_BLR-S2-4837,10000000,15,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_BLR-9W823,10000000,15,28.41544,77.002051,12.9842798,77.8242648,2.833333333
Air,MotherHub_GRG-MotherHub_BLR-9W834,10000000,15,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_CHN-9W854,10000000,14.5,28.41544,77.002051,13.04591,80.067723,2.75
Air,MotherHub_GRG-MotherHub_CHN-9W832,10000000,14.5,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_CHN-9W739,10000000,14.5,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_MED-9W643,10000000,13.5,28.41544,77.002051,17.580519,78.469527,2.166666667
Air,MotherHub_GRG-MotherHub_KOL-S2-4282,10000000,15.5,28.41544,77.002051,22.708183,88.28565,2.166666667
Air,MotherHub_GRG-MotherHub_KOL-9W907,10000000,15.5,28.41544,77.002051,22.708183,88.28565,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W358,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_MUM-9W316,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_PUNE-9W367,10000000,14.5,28.41544,77.002051,18.6087917,73.7268817,2.083333333
Air,MotherHub_GRG-MotherHub_IXR-9W603,10000000,9,28.41544,77.002051,23.352715,85.343538,1.5
Air,MotherHub_GRG-MotherHub_AMD-9W-7154-/-S2-4688,10000000,34.5,28.41544,77.002051,22.8978044,72.5902141,1.583333333
Air,MotherHub_GRG-MotherHub_BLR-9W-807,10000000,34.5,28.41544,77.002051,12.9842798,77.8242648,2.666666667
Air,MotherHub_GRG-MotherHub_BLR-9W-817,10000000,34.5,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_BLR-9W-819,10000000,34.5,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_BLR-9W-811,10000000,34.5,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_BLR-9W-834,10000000,34.5,28.41544,77.002051,12.9842798,77.8242648,2.75
Air,MotherHub_GRG-MotherHub_CHN-9W-821,10000000,34.5,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_CHN-9W-832,10000000,34.5,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_CHN-9W-739,10000000,34.5,28.41544,77.002051,13.04591,80.067723,2.833333333
Air,MotherHub_GRG-MotherHub_MUM-9W-332,10000000,34.5,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-352,10000000,34.5,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-308,10000000,34.5,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-373,10000000,34.5,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_PUNE-9W-7072-/-S2-4351,10000000,34.5,28.41544,77.002051,18.6087917,73.7268817,2
Air,MotherHub_GRG-MotherHub_PUNE-9W-365-,10000000,34.5,28.41544,77.002051,18.6087917,73.7268817,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-316,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_MUM-9W-340,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-352,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-308,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-373,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_MUM-9W-362,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.166666667
Air,MotherHub_GRG-MotherHub_MUM-9W-334,10000000,11,28.41544,77.002051,19.1170238,72.8580558,10.55
Air,MotherHub_GRG-MotherHub_MUM-9W-356,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-354,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.25
Air,MotherHub_GRG-MotherHub_MUM-9W-312,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2.083333333
Air,MotherHub_GRG-MotherHub_MUM-9W-384,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2
Air,MotherHub_GRG-MotherHub_MUM-9W-304,10000000,11,28.41544,77.002051,19.1170238,72.8580558,2
Air,MotherHub_GRG-MotherHub_PAT-9W-727,10000000,27,28.41544,77.002051,25.587197,85.185842,1.666666667
Air,MotherHub_GRG-MotherHub_PAT-9W-730,10000000,27,28.41544,77.002051,25.587197,85.185842,1.583333333
Air,MotherHub_GRG-MotherHub_RAI-9W-/-9W-337-/-9W-2121,10000000,20.5,28.41544,77.002051,22.056106,82.171855,#VALUE!
Air,MotherHub_GRG-MotherHub_CJB-9W-/-9W-429-/-9W-423,10000000,23,28.41544,77.002051,11.0633423,77.0910944,#VALUE!
Air,MotherHub_GRG-CochinTCHub_KAM-9W-912,10000000,17.5,28.41544,77.002051,10.0435449,76.3367287,3.166666667
Air,MotherHub_DEL-MotherHub_PAT-6E-494,10000000,20.545,28.52497,77.290408,25.587197,85.185842,1.666666667
Air,MotherHub_DEL-MotherHub_PAT-6E-652,10000000,20.545,28.52497,77.290408,25.587197,85.185842,1.75
Air,MotherHub_DEL-MotherHub_PAT-6E-5126,10000000,20.545,28.52497,77.290408,25.587197,85.185842,1.583333333
Air,MotherHub_DEL-MotherHub_PAT-6E-581,10000000,20.545,28.52497,77.290408,25.587197,85.185842,1.5
Air,MotherHub_DEL-MotherHub_PAT-6E-493,10000000,20.545,28.52497,77.290408,25.587197,85.185842,3.083333333
Air,MotherHub_DEL-MotherHub_PAT-6E-5192,10000000,20.545,28.52497,77.290408,25.587197,85.185842,1.5
Air,MotherHub_DEL-MotherHub_CJB-6E-6213,10000000,34.225,28.52497,77.290408,11.0633423,77.0910944,2.916666667
Air,MotherHub_DEL-MotherHub_CJB-6E-985,10000000,28.18,28.52497,77.290408,11.0633423,77.0910944,4.25
Air,MotherHub_DEL-MotherHub_CJB-6E-3752,10000000,28.18,28.52497,77.290408,11.0633423,77.0910944,2.916666667
Air,MotherHub_DEL-MotherHub_PUNE-6E-177,10000000,21.295,28.52497,77.290408,18.6087917,73.7268817,2.083333333
Air,MotherHub_DEL-MotherHub_RAI-6E-757,10000000,22.045,28.52497,77.290408,22.056106,82.171855,1.75
Air,MotherHub_DEL-MotherHub_RAI-6E-393,10000000,22.045,28.52497,77.290408,22.056106,82.171855,1.75
Air,MotherHub_DEL-MotherHub_RAI-6E-201,10000000,22.045,28.52497,77.290408,22.056106,82.171855,1.583333333
Air,MotherHub_DEL-MotherHub_RAI-6E-4999,10000000,22.045,28.52497,77.290408,22.056106,82.171855,1.75
Air,MotherHub_DEL-MotherHub_IXR-6E-421,10000000,18.97,28.52497,77.290408,23.352715,85.343538,1.666666667
Air,MotherHub_DEL-MotherHub_IXR-6E-509,10000000,18.97,28.52497,77.290408,23.352715,85.343538,1.75
Air,MotherHub_DEL-MotherHub_IXR-6E-493,10000000,18.97,28.52497,77.290408,23.352715,85.343538,1.75
Air,MotherHub_DEL-MotherHub_IXR-6E-209,10000000,18.97,28.52497,77.290408,23.352715,85.343538,1.833333333
Air,MotherHub_DEL-MotherHub_GAU-SG152,10000000,30.775,28.52497,77.290408,26.043197,91.705232,2.25
Air,MotherHub_DEL-MotherHub_GAU-SG475,10000000,30.775,28.52497,77.290408,26.043197,91.705232,2.333333333
Air,MotherHub_DEL-MotherHub_GAU-6E-251,10000000,33.875,28.52497,77.290408,26.043197,91.705232,2.166666667
Air,MotherHub_DEL-MotherHub_GAU-6E-939,10000000,33.875,28.52497,77.290408,26.043197,91.705232,2.333333333
Air,MotherHub_DEL-MotherHub_GAU-6E-3645,10000000,33.875,28.52497,77.290408,26.043197,91.705232,3.916666667
Air,MotherHub_DEL-MotherHub_GAU-6E-5193,10000000,33.875,28.52497,77.290408,26.043197,91.705232,2.25
Air,MotherHub_DEL-MotherHub_BBI-6E-701,10000000,22.62,28.52497,77.290408,20.295471,85.84707,2.083333333
Air,MotherHub_DEL-MotherHub_BBI-6E-669,10000000,22.62,28.52497,77.290408,20.295471,85.84707,2.166666667
Air,MotherHub_DEL-MotherHub_BBI-6E-6132,10000000,22.62,28.52497,77.290408,20.295471,85.84707,3.666666667
Air,MotherHub_DEL-MotherHub_BBI-6E-211,10000000,22.62,28.52497,77.290408,20.295471,85.84707,2.166666667
Air,MotherHub_DEL-MotherHub_BBI-6E-887,10000000,22.62,28.52497,77.290408,20.295471,85.84707,2.166666667
Air,MotherHub_DEL-MotherHub_BBI-6E-111,10000000,22.62,28.52497,77.290408,20.295471,85.84707,2
Air,MotherHub_DEL-MotherHub_AMD-6E-961,10000000,45.94,28.52497,77.290408,22.8978044,72.5902141,1.583333333
Air,MotherHub_DEL-MotherHub_AMD-6E-517,10000000,45.94,28.52497,77.290408,22.8978044,72.5902141,1.5
Air,MotherHub_DEL-MotherHub_AMD-6E-153,10000000,45.94,28.52497,77.290408,22.8978044,72.5902141,1.5
Air,MotherHub_DEL-MotherHub_AMD-6E-157,10000000,45.94,28.52497,77.290408,22.8978044,72.5902141,1.5
Air,MotherHub_DEL-MotherHub_BLR-6E-133,10000000,45.94,28.52497,77.290408,12.9842798,77.8242648,2.666666667
Air,MotherHub_DEL-MotherHub_BLR-6E-481,10000000,45.94,28.52497,77.290408,12.9842798,77.8242648,2.833333333
Air,MotherHub_DEL-MotherHub_BLR-6E-839,10000000,45.94,28.52497,77.290408,12.9842798,77.8242648,2.583333333
Air,MotherHub_DEL-MotherHub_MED-6E-765,10000000,45.94,28.52497,77.290408,17.580519,78.469527,2.083333333
Air,MotherHub_DEL-MotherHub_MED-6E-747,10000000,45.94,28.52497,77.290408,17.580519,78.469527,2.25
Air,MotherHub_DEL-MotherHub_MED-6E-679,10000000,45.94,28.52497,77.290408,17.580519,78.469527,2.083333333
Air,MotherHub_DEL-MotherHub_KOL-6E-861,10000000,45.94,28.52497,77.290408,22.708183,88.28565,2.166666667
Air,MotherHub_DEL-MotherHub_KOL-6E-203,10000000,45.94,28.52497,77.290408,22.708183,88.28565,2.416666667
Air,MotherHub_DEL-MotherHub_CHN-6E-663,10000000,45.94,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_PUNE-6E-105,10000000,45.94,28.52497,77.290408,18.6087917,73.7268817,2.083333333
Air,MotherHub_DEL-MotherHub_KOL-AI-401,10000000,20.25,28.52497,77.290408,22.708183,88.28565,2.083333333
Air,MotherHub_DEL-MotherHub_KOL-AI-020,10000000,20.25,28.52497,77.290408,22.708183,88.28565,2.083333333
Air,MotherHub_DEL-MotherHub_KOL-AI-764,10000000,20.25,28.52497,77.290408,22.708183,88.28565,2.083333333
Air,MotherHub_DEL-MotherHub_KOL-AI-022,10000000,20.25,28.52497,77.290408,22.708183,88.28565,2.083333333
Air,MotherHub_DEL-MotherHub_MED-AI-560,10000000,19.91,28.52497,77.290408,17.580519,78.469527,2
Air,MotherHub_DEL-MotherHub_MED-AI-560,10000000,20.83,28.52497,77.290408,17.580519,78.469527,2
Air,MotherHub_DEL-MotherHub_MED-AI-542,10000000,19.91,28.52497,77.290408,17.580519,78.469527,2.166666667
Air,MotherHub_DEL-MotherHub_MED-AI-544,10000000,19.91,28.52497,77.290408,17.580519,78.469527,2.25
Air,MotherHub_DEL-MotherHub_MED-AI-839,10000000,19.91,28.52497,77.290408,17.580519,78.469527,2.083333333
Air,MotherHub_DEL-MotherHub_CHN-AI-439,10000000,19.25,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_CHN-AI-439,10000000,20,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_CHN-AI-429,10000000,19.25,28.52497,77.290408,13.04591,80.067723,2.75
Air,MotherHub_DEL-MotherHub_CHN-AI-042,10000000,19.25,28.52497,77.290408,13.04591,80.067723,2.75
Air,MotherHub_DEL-MotherHub_CHN-AI-540,10000000,19.25,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_PUNE-AI851,10000000,17.625,28.52497,77.290408,18.6087917,73.7268817,2
Air,MotherHub_DEL-MotherHub_PUNE-AI851,10000000,18,28.52497,77.290408,18.6087917,73.7268817,2
Air,MotherHub_DEL-MotherHub_PUNE-AI849,10000000,11.75,28.52497,77.290408,18.6087917,73.7268817,2.666666667
Air,MotherHub_DEL-MotherHub_PUNE-AI849,10000000,18,28.52497,77.290408,18.6087917,73.7268817,2.666666667
Air,MotherHub_DEL-MotherHub_RAI-AI477,10000000,18.25,28.52497,77.290408,22.056106,82.171855,1.833333333
Air,MotherHub_DEL-MotherHub_BLR-S2-4837,10000000,15,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_BLR-9W823,10000000,15,28.52497,77.290408,12.9842798,77.8242648,2.833333333
Air,MotherHub_DEL-MotherHub_BLR-9W834,10000000,15,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_CHN-9W854,10000000,14.5,28.52497,77.290408,13.04591,80.067723,2.75
Air,MotherHub_DEL-MotherHub_CHN-9W832,10000000,14.5,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_CHN-9W739,10000000,14.5,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_MED-9W643,10000000,13.5,28.52497,77.290408,17.580519,78.469527,2.166666667
Air,MotherHub_DEL-MotherHub_KOL-S2-4282,10000000,15.5,28.52497,77.290408,22.708183,88.28565,2.166666667
Air,MotherHub_DEL-MotherHub_KOL-9W907,10000000,15.5,28.52497,77.290408,22.708183,88.28565,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W358,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.166666667
Air,MotherHub_DEL-MotherHub_MUM-9W316,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.166666667
Air,MotherHub_DEL-MotherHub_PUNE-9W367,10000000,14.5,28.52497,77.290408,18.6087917,73.7268817,2.083333333
Air,MotherHub_DEL-MotherHub_IXR-9W603,10000000,9,28.52497,77.290408,23.352715,85.343538,1.5
Air,MotherHub_DEL-MotherHub_AMD-9W-7154-/-S2-4688,10000000,34.5,28.52497,77.290408,22.8978044,72.5902141,1.583333333
Air,MotherHub_DEL-MotherHub_BLR-9W-807,10000000,34.5,28.52497,77.290408,12.9842798,77.8242648,2.666666667
Air,MotherHub_DEL-MotherHub_BLR-9W-817,10000000,34.5,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_BLR-9W-819,10000000,34.5,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_BLR-9W-811,10000000,34.5,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_BLR-9W-834,10000000,34.5,28.52497,77.290408,12.9842798,77.8242648,2.75
Air,MotherHub_DEL-MotherHub_CHN-9W-821,10000000,34.5,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_CHN-9W-832,10000000,34.5,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_CHN-9W-739,10000000,34.5,28.52497,77.290408,13.04591,80.067723,2.833333333
Air,MotherHub_DEL-MotherHub_MUM-9W-332,10000000,34.5,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-352,10000000,34.5,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-308,10000000,34.5,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-373,10000000,34.5,28.52497,77.290408,19.1170238,72.8580558,2.166666667
Air,MotherHub_DEL-MotherHub_PUNE-9W-7072-/-S2-4351,10000000,34.5,28.52497,77.290408,18.6087917,73.7268817,2
Air,MotherHub_DEL-MotherHub_PUNE-9W-365-,10000000,34.5,28.52497,77.290408,18.6087917,73.7268817,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-316,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.166666667
Air,MotherHub_DEL-MotherHub_MUM-9W-340,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-352,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-308,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.083333333
Air,MotherHub_DEL-MotherHub_MUM-9W-373,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.166666667
Air,MotherHub_DEL-MotherHub_MUM-9W-362,10000000,11,28.52497,77.290408,19.1170238,72.8580558,2.166666667
