vehicleType,vehicleId,src_lat,src_long,vehicletype,Capacity
truck,194-MotherHub_MED-709,17.580519,78.469527,709,2769
truck,195-MotherHub_MUM-709,19.1170238,72.8580558,709,2769
truck,196-MotherHub_PAT-709,25.587197,85.185842,709,2769
truck,197-MotherHub_PTD-709,28.303142,76.82796,709,2769
truck,198-MotherHub_PTI-709,28.294166,76.855804,709,2769
truck,199-MotherHub_PUNE-709,18.6087917,73.7268817,709,2769
truck,200-MotherHub_PZH-709,13.378015,80.117251,709,2769
truck,201-MotherHub_RAI-709,22.056106,82.171855,709,2769
truck,202-MotherHub_STV-709,21.0895987,72.900005,709,2769
truck,203-MotherHub_WTF-709,12.9875238,77.8022383,709,2769
truck,204-MotherHub_ABL-709,30.396612,76.8116,709,2769
truck,205-MotherHub_AMD-709,22.8978044,72.5902141,709,2769
truck,206-MotherHub_BAM-709,28.545321,77.02914,709,2769
truck,207-MotherHub_BBI-709,20.295471,85.84707,709,2769
truck,208-MotherHub_BHI-709,19.2374896,73.0361464,709,2769
truck,209-MotherHub_BIL-709,19.2374987,73.0362352,709,2769
truck,210-MotherHub_BLP-709,28.294166,76.855804,709,2769
truck,211-MotherHub_BLR-709,12.9842798,77.8242648,709,2769
truck,212-MotherHub_BNO-709,28.544563,77.031259,709,2769
truck,213-MotherHub_CHN-709,13.04591,80.067723,709,2769
truck,214-MotherHub_DEL-709,28.52497,77.290408,709,2769
truck,215-MotherHub_DKN-709,22.739951,88.317675,709,2769
truck,216-MotherHub_IDR-709,22.777113,75.9021171,709,2769
truck,217-MotherHub_IXR-709,23.352715,85.343538,709,2769
truck,218-MotherHub_JAI-709,26.948928,75.761927,709,2769
truck,219-Motherhub_JIG-709,12.7831062,77.6446188,709,2769
truck,220-MotherHub_KNG-709,13.0608816,77.743673,709,2769
truck,221-MotherHub_KOL-709,22.708183,88.28565,709,2769
truck,222-MotherHub_LKO-709,26.755912,80.910939,709,2769
truck,223-MotherHub_MED-709,17.580519,78.469527,709,2769
truck,224-MotherHub_MUM-709,19.1170238,72.8580558,709,2769
truck,225-MotherHub_PAT-709,25.587197,85.185842,709,2769
truck,226-MotherHub_PTD-709,28.303142,76.82796,709,2769
truck,227-MotherHub_PTI-709,28.294166,76.855804,709,2769
truck,228-MotherHub_PUNE-709,18.6087917,73.7268817,709,2769
truck,229-MotherHub_PZH-709,13.378015,80.117251,709,2769
truck,230-MotherHub_RAI-709,22.056106,82.171855,709,2769
truck,231-MotherHub_STV-709,21.0895987,72.900005,709,2769
truck,232-MotherHub_WTF-709,12.9875238,77.8022383,709,2769
truck,233-MotherHub_ABL-909,30.396612,76.8116,909,3288
truck,234-MotherHub_AMD-909,22.8978044,72.5902141,909,3288
truck,235-MotherHub_BAM-909,28.545321,77.02914,909,3288
truck,236-MotherHub_BBI-909,20.295471,85.84707,909,3288
truck,237-MotherHub_BHI-909,19.2374896,73.0361464,909,3288
truck,238-MotherHub_BIL-909,19.2374987,73.0362352,909,3288
truck,239-MotherHub_BLP-909,28.294166,76.855804,909,3288
truck,240-MotherHub_BLR-909,12.9842798,77.8242648,909,3288
truck,241-MotherHub_BNO-909,28.544563,77.031259,909,3288
truck,242-MotherHub_CHN-909,13.04591,80.067723,909,3288
truck,243-MotherHub_DEL-909,28.52497,77.290408,909,3288
truck,244-MotherHub_DKN-909,22.739951,88.317675,909,3288
truck,245-MotherHub_IDR-909,22.777113,75.9021171,909,3288
truck,246-MotherHub_IXR-909,23.352715,85.343538,909,3288
truck,247-MotherHub_JAI-909,26.948928,75.761927,909,3288
truck,248-Motherhub_JIG-909,12.7831062,77.6446188,909,3288
truck,249-MotherHub_KNG-909,13.0608816,77.743673,909,3288
truck,250-MotherHub_KOL-909,22.708183,88.28565,909,3288
truck,251-MotherHub_LKO-909,26.755912,80.910939,909,3288
truck,252-MotherHub_MED-909,17.580519,78.469527,909,3288
truck,253-MotherHub_MUM-909,19.1170238,72.8580558,909,3288
truck,254-MotherHub_PAT-909,25.587197,85.185842,909,3288
truck,255-MotherHub_PTD-909,28.303142,76.82796,909,3288
truck,256-MotherHub_PTI-909,28.294166,76.855804,909,3288
truck,257-MotherHub_PUNE-909,18.6087917,73.7268817,909,3288
truck,258-MotherHub_PZH-909,13.378015,80.117251,909,3288
truck,259-MotherHub_RAI-909,22.056106,82.171855,909,3288
truck,260-MotherHub_STV-909,21.0895987,72.900005,909,3288
truck,261-MotherHub_WTF-909,12.9875238,77.8022383,909,3288
truck,262-MotherHub_ABL-909,30.396612,76.8116,909,3288
truck,263-MotherHub_AMD-909,22.8978044,72.5902141,909,3288
truck,264-MotherHub_BAM-909,28.545321,77.02914,909,3288
truck,265-MotherHub_BBI-909,20.295471,85.84707,909,3288
truck,266-MotherHub_BHI-909,19.2374896,73.0361464,909,3288
truck,267-MotherHub_BIL-909,19.2374987,73.0362352,909,3288
truck,268-MotherHub_BLP-909,28.294166,76.855804,909,3288
truck,269-MotherHub_BLR-909,12.9842798,77.8242648,909,3288
truck,270-MotherHub_BNO-909,28.544563,77.031259,909,3288
truck,271-MotherHub_CHN-909,13.04591,80.067723,909,3288
truck,272-MotherHub_DEL-909,28.52497,77.290408,909,3288
truck,273-MotherHub_DKN-909,22.739951,88.317675,909,3288
truck,274-MotherHub_IDR-909,22.777113,75.9021171,909,3288
truck,275-MotherHub_IXR-909,23.352715,85.343538,909,3288
truck,276-MotherHub_JAI-909,26.948928,75.761927,909,3288
truck,277-Motherhub_JIG-909,12.7831062,77.6446188,909,3288
truck,278-MotherHub_KNG-909,13.0608816,77.743673,909,3288
truck,279-MotherHub_KOL-909,22.708183,88.28565,909,3288
truck,280-MotherHub_LKO-909,26.755912,80.910939,909,3288
truck,281-MotherHub_MED-909,17.580519,78.469527,909,3288
truck,282-MotherHub_MUM-909,19.1170238,72.8580558,909,3288
truck,283-MotherHub_PAT-909,25.587197,85.185842,909,3288
truck,284-MotherHub_PTD-909,28.303142,76.82796,909,3288
truck,285-MotherHub_PTI-909,28.294166,76.855804,909,3288
truck,286-MotherHub_PUNE-909,18.6087917,73.7268817,909,3288
truck,287-MotherHub_PZH-909,13.378015,80.117251,909,3288
truck,288-MotherHub_RAI-909,22.056106,82.171855,909,3288
truck,289-MotherHub_STV-909,21.0895987,72.900005,909,3288
truck,290-MotherHub_WTF-909,12.9875238,77.8022383,909,3288
truck,291-MotherHub_ABL-1109,30.396612,76.8116,1109,3938
truck,292-MotherHub_AMD-1109,22.8978044,72.5902141,1109,3938
truck,293-MotherHub_BAM-1109,28.545321,77.02914,1109,3938
truck,294-MotherHub_BBI-1109,20.295471,85.84707,1109,3938
truck,295-MotherHub_BHI-1109,19.2374896,73.0361464,1109,3938
truck,296-MotherHub_BIL-1109,19.2374987,73.0362352,1109,3938
truck,297-MotherHub_BLP-1109,28.294166,76.855804,1109,3938
truck,298-MotherHub_BLR-1109,12.9842798,77.8242648,1109,3938
truck,299-MotherHub_BNO-1109,28.544563,77.031259,1109,3938
truck,300-MotherHub_CHN-1109,13.04591,80.067723,1109,3938
truck,301-MotherHub_DEL-1109,28.52497,77.290408,1109,3938
truck,302-MotherHub_DKN-1109,22.739951,88.317675,1109,3938
truck,303-MotherHub_IDR-1109,22.777113,75.9021171,1109,3938
truck,304-MotherHub_IXR-1109,23.352715,85.343538,1109,3938
truck,305-MotherHub_JAI-1109,26.948928,75.761927,1109,3938
truck,306-Motherhub_JIG-1109,12.7831062,77.6446188,1109,3938
truck,307-MotherHub_KNG-1109,13.0608816,77.743673,1109,3938
truck,308-MotherHub_KOL-1109,22.708183,88.28565,1109,3938
truck,309-MotherHub_LKO-1109,26.755912,80.910939,1109,3938
truck,310-MotherHub_MED-1109,17.580519,78.469527,1109,3938
truck,311-MotherHub_MUM-1109,19.1170238,72.8580558,1109,3938
truck,312-MotherHub_PAT-1109,25.587197,85.185842,1109,3938
truck,313-MotherHub_PTD-1109,28.303142,76.82796,1109,3938
truck,314-MotherHub_PTI-1109,28.294166,76.855804,1109,3938
truck,315-MotherHub_PUNE-1109,18.6087917,73.7268817,1109,3938
truck,316-MotherHub_PZH-1109,13.378015,80.117251,1109,3938
truck,317-MotherHub_RAI-1109,22.056106,82.171855,1109,3938
truck,318-MotherHub_STV-1109,21.0895987,72.900005,1109,3938
truck,319-MotherHub_WTF-1109,12.9875238,77.8022383,1109,3938
truck,320-MotherHub_ABL-1109,30.396612,76.8116,1109,3938
truck,321-MotherHub_AMD-1109,22.8978044,72.5902141,1109,3938
truck,322-MotherHub_BAM-1109,28.545321,77.02914,1109,3938
truck,323-MotherHub_BBI-1109,20.295471,85.84707,1109,3938
truck,324-MotherHub_BHI-1109,19.2374896,73.0361464,1109,3938
truck,325-MotherHub_BIL-1109,19.2374987,73.0362352,1109,3938
truck,326-MotherHub_BLP-1109,28.294166,76.855804,1109,3938
truck,327-MotherHub_BLR-1109,12.9842798,77.8242648,1109,3938
truck,328-MotherHub_BNO-1109,28.544563,77.031259,1109,3938
truck,329-MotherHub_CHN-1109,13.04591,80.067723,1109,3938
truck,330-MotherHub_DEL-1109,28.52497,77.290408,1109,3938
truck,331-MotherHub_DKN-1109,22.739951,88.317675,1109,3938
truck,332-MotherHub_IDR-1109,22.777113,75.9021171,1109,3938
truck,333-MotherHub_IXR-1109,23.352715,85.343538,1109,3938
truck,334-MotherHub_JAI-1109,26.948928,75.761927,1109,3938
truck,335-Motherhub_JIG-1109,12.7831062,77.6446188,1109,3938
truck,336-MotherHub_KNG-1109,13.0608816,77.743673,1109,3938
truck,337-MotherHub_KOL-1109,22.708183,88.28565,1109,3938
truck,338-MotherHub_LKO-1109,26.755912,80.910939,1109,3938
truck,339-MotherHub_MED-1109,17.580519,78.469527,1109,3938
truck,340-MotherHub_MUM-1109,19.1170238,72.8580558,1109,3938
truck,341-MotherHub_PAT-1109,25.587197,85.185842,1109,3938
truck,342-MotherHub_PTD-1109,28.303142,76.82796,1109,3938
truck,343-MotherHub_PTI-1109,28.294166,76.855804,1109,3938
truck,344-MotherHub_PUNE-1109,18.6087917,73.7268817,1109,3938
truck,345-MotherHub_PZH-1109,13.378015,80.117251,1109,3938
truck,346-MotherHub_RAI-1109,22.056106,82.171855,1109,3938
truck,347-MotherHub_STV-1109,21.0895987,72.900005,1109,3938
truck,348-MotherHub_WTF-1109,12.9875238,77.8022383,1109,3938
truck,349-MotherHub_ABL-22,30.396612,76.8116,22,4332
truck,350-MotherHub_AMD-22,22.8978044,72.5902141,22,4332
truck,351-MotherHub_BAM-22,28.545321,77.02914,22,4332
truck,352-MotherHub_BBI-22,20.295471,85.84707,22,4332
truck,353-MotherHub_BHI-22,19.2374896,73.0361464,22,4332
truck,354-MotherHub_BIL-22,19.2374987,73.0362352,22,4332
truck,355-MotherHub_BLP-22,28.294166,76.855804,22,4332
truck,356-MotherHub_BLR-22,12.9842798,77.8242648,22,4332
truck,357-MotherHub_BNO-22,28.544563,77.031259,22,4332
truck,358-MotherHub_CHN-22,13.04591,80.067723,22,4332
truck,359-MotherHub_DEL-22,28.52497,77.290408,22,4332
truck,360-MotherHub_DKN-22,22.739951,88.317675,22,4332
truck,361-MotherHub_IDR-22,22.777113,75.9021171,22,4332
truck,362-MotherHub_IXR-22,23.352715,85.343538,22,4332
truck,363-MotherHub_JAI-22,26.948928,75.761927,22,4332
truck,364-Motherhub_JIG-22,12.7831062,77.6446188,22,4332
truck,365-MotherHub_KNG-22,13.0608816,77.743673,22,4332
truck,366-MotherHub_KOL-22,22.708183,88.28565,22,4332
truck,367-MotherHub_LKO-22,26.755912,80.910939,22,4332
truck,368-MotherHub_MED-22,17.580519,78.469527,22,4332
truck,369-MotherHub_MUM-22,19.1170238,72.8580558,22,4332
truck,370-MotherHub_PAT-22,25.587197,85.185842,22,4332
truck,371-MotherHub_PTD-22,28.303142,76.82796,22,4332
truck,372-MotherHub_PTI-22,28.294166,76.855804,22,4332
truck,373-MotherHub_PUNE-22,18.6087917,73.7268817,22,4332
truck,374-MotherHub_PZH-22,13.378015,80.117251,22,4332
truck,375-MotherHub_RAI-22,22.056106,82.171855,22,4332
truck,376-MotherHub_STV-22,21.0895987,72.900005,22,4332
truck,377-MotherHub_WTF-22,12.9875238,77.8022383,22,4332
truck,378-MotherHub_ABL-22,30.396612,76.8116,22,4332
truck,379-MotherHub_AMD-22,22.8978044,72.5902141,22,4332
