vehicleType,vehicleId,src_lat,src_long,vehicletype,Capacity
truck,6074-MotherHub_IDR-909,22.777113,75.9021171,909,3288
truck,6075-MotherHub_IXR-909,23.352715,85.343538,909,3288
truck,6076-MotherHub_JAI-909,26.948928,75.761927,909,3288
truck,6077-Motherhub_JIG-909,12.7831062,77.6446188,909,3288
truck,6078-MotherHub_KNG-909,13.0608816,77.743673,909,3288
truck,6079-MotherHub_KOL-909,22.708183,88.28565,909,3288
truck,6080-MotherHub_LKO-909,26.755912,80.910939,909,3288
truck,6081-MotherHub_MED-909,17.580519,78.469527,909,3288
truck,6082-MotherHub_MUM-909,19.1170238,72.8580558,909,3288
truck,6083-MotherHub_PAT-909,25.587197,85.185842,909,3288
truck,6084-MotherHub_PTD-909,28.303142,76.82796,909,3288
truck,6085-MotherHub_PTI-909,28.294166,76.855804,909,3288
truck,6086-MotherHub_PUNE-909,18.6087917,73.7268817,909,3288
truck,6087-MotherHub_PZH-909,13.378015,80.117251,909,3288
truck,6088-MotherHub_RAI-909,22.056106,82.171855,909,3288
truck,6089-MotherHub_STV-909,21.0895987,72.900005,909,3288
truck,6090-MotherHub_WTF-909,12.9875238,77.8022383,909,3288
truck,6091-MotherHub_ABL-1109,30.396612,76.8116,1109,3938
truck,6092-MotherHub_AMD-1109,22.8978044,72.5902141,1109,3938
truck,6093-MotherHub_BAM-1109,28.545321,77.02914,1109,3938
truck,6094-MotherHub_BBI-1109,20.295471,85.84707,1109,3938
truck,6095-MotherHub_BHI-1109,19.2374896,73.0361464,1109,3938
truck,6096-MotherHub_BIL-1109,19.2374987,73.0362352,1109,3938
truck,6097-MotherHub_BLP-1109,28.294166,76.855804,1109,3938
truck,6098-MotherHub_BLR-1109,12.9842798,77.8242648,1109,3938
truck,6099-MotherHub_BNO-1109,28.544563,77.031259,1109,3938
truck,6100-MotherHub_CHN-1109,13.04591,80.067723,1109,3938
truck,6101-MotherHub_DEL-1109,28.52497,77.290408,1109,3938
truck,6102-MotherHub_DKN-1109,22.739951,88.317675,1109,3938
truck,6103-MotherHub_IDR-1109,22.777113,75.9021171,1109,3938
truck,6104-MotherHub_IXR-1109,23.352715,85.343538,1109,3938
truck,6105-MotherHub_JAI-1109,26.948928,75.761927,1109,3938
truck,6106-Motherhub_JIG-1109,12.7831062,77.6446188,1109,3938
truck,6107-MotherHub_KNG-1109,13.0608816,77.743673,1109,3938
truck,6108-MotherHub_KOL-1109,22.708183,88.28565,1109,3938
truck,6109-MotherHub_LKO-1109,26.755912,80.910939,1109,3938
truck,6110-MotherHub_MED-1109,17.580519,78.469527,1109,3938
truck,6111-MotherHub_MUM-1109,19.1170238,72.8580558,1109,3938
truck,6112-MotherHub_PAT-1109,25.587197,85.185842,1109,3938
truck,6113-MotherHub_PTD-1109,28.303142,76.82796,1109,3938
truck,6114-MotherHub_PTI-1109,28.294166,76.855804,1109,3938
truck,6115-MotherHub_PUNE-1109,18.6087917,73.7268817,1109,3938
truck,6116-MotherHub_PZH-1109,13.378015,80.117251,1109,3938
truck,6117-MotherHub_RAI-1109,22.056106,82.171855,1109,3938
truck,6118-MotherHub_STV-1109,21.0895987,72.900005,1109,3938
truck,6119-MotherHub_WTF-1109,12.9875238,77.8022383,1109,3938
truck,6120-MotherHub_ABL-1109,30.396612,76.8116,1109,3938
truck,6121-MotherHub_AMD-1109,22.8978044,72.5902141,1109,3938
truck,6122-MotherHub_BAM-1109,28.545321,77.02914,1109,3938
truck,6123-MotherHub_BBI-1109,20.295471,85.84707,1109,3938
truck,6124-MotherHub_BHI-1109,19.2374896,73.0361464,1109,3938
truck,6125-MotherHub_BIL-1109,19.2374987,73.0362352,1109,3938
truck,6126-MotherHub_BLP-1109,28.294166,76.855804,1109,3938
truck,6127-MotherHub_BLR-1109,12.9842798,77.8242648,1109,3938
truck,6128-MotherHub_BNO-1109,28.544563,77.031259,1109,3938
truck,6129-MotherHub_CHN-1109,13.04591,80.067723,1109,3938
truck,6130-MotherHub_DEL-1109,28.52497,77.290408,1109,3938
truck,6131-MotherHub_DKN-1109,22.739951,88.317675,1109,3938
truck,6132-MotherHub_IDR-1109,22.777113,75.9021171,1109,3938
truck,6133-MotherHub_IXR-1109,23.352715,85.343538,1109,3938
truck,6134-MotherHub_JAI-1109,26.948928,75.761927,1109,3938
truck,6135-Motherhub_JIG-1109,12.7831062,77.6446188,1109,3938
truck,6136-MotherHub_KNG-1109,13.0608816,77.743673,1109,3938
truck,6137-MotherHub_KOL-1109,22.708183,88.28565,1109,3938
truck,6138-MotherHub_LKO-1109,26.755912,80.910939,1109,3938
truck,6139-MotherHub_MED-1109,17.580519,78.469527,1109,3938
truck,6140-MotherHub_MUM-1109,19.1170238,72.8580558,1109,3938
truck,6141-MotherHub_PAT-1109,25.587197,85.185842,1109,3938
truck,6142-MotherHub_PTD-1109,28.303142,76.82796,1109,3938
truck,6143-MotherHub_PTI-1109,28.294166,76.855804,1109,3938
truck,6144-MotherHub_PUNE-1109,18.6087917,73.7268817,1109,3938
truck,6145-MotherHub_PZH-1109,13.378015,80.117251,1109,3938
truck,6146-MotherHub_RAI-1109,22.056106,82.171855,1109,3938
truck,6147-MotherHub_STV-1109,21.0895987,72.900005,1109,3938
truck,6148-MotherHub_WTF-1109,12.9875238,77.8022383,1109,3938
truck,6149-MotherHub_ABL-22,30.396612,76.8116,22,4332
truck,6150-MotherHub_AMD-22,22.8978044,72.5902141,22,4332
truck,6151-MotherHub_BAM-22,28.545321,77.02914,22,4332
truck,6152-MotherHub_BBI-22,20.295471,85.84707,22,4332
truck,6153-MotherHub_BHI-22,19.2374896,73.0361464,22,4332
truck,6154-MotherHub_BIL-22,19.2374987,73.0362352,22,4332
truck,6155-MotherHub_BLP-22,28.294166,76.855804,22,4332
truck,6156-MotherHub_BLR-22,12.9842798,77.8242648,22,4332
truck,6157-MotherHub_BNO-22,28.544563,77.031259,22,4332
truck,6158-MotherHub_CHN-22,13.04591,80.067723,22,4332
truck,6159-MotherHub_DEL-22,28.52497,77.290408,22,4332
truck,6160-MotherHub_DKN-22,22.739951,88.317675,22,4332
truck,6161-MotherHub_IDR-22,22.777113,75.9021171,22,4332
truck,6162-MotherHub_IXR-22,23.352715,85.343538,22,4332
truck,6163-MotherHub_JAI-22,26.948928,75.761927,22,4332
truck,6164-Motherhub_JIG-22,12.7831062,77.6446188,22,4332
truck,6165-MotherHub_KNG-22,13.0608816,77.743673,22,4332
truck,6166-MotherHub_KOL-22,22.708183,88.28565,22,4332
truck,6167-MotherHub_LKO-22,26.755912,80.910939,22,4332
truck,6168-MotherHub_MED-22,17.580519,78.469527,22,4332
truck,6169-MotherHub_MUM-22,19.1170238,72.8580558,22,4332
truck,6170-MotherHub_PAT-22,25.587197,85.185842,22,4332
truck,6171-MotherHub_PTD-22,28.303142,76.82796,22,4332
truck,6172-MotherHub_PTI-22,28.294166,76.855804,22,4332
truck,6173-MotherHub_PUNE-22,18.6087917,73.7268817,22,4332
truck,6174-MotherHub_PZH-22,13.378015,80.117251,22,4332
truck,6175-MotherHub_RAI-22,22.056106,82.171855,22,4332
truck,6176-MotherHub_STV-22,21.0895987,72.900005,22,4332
truck,6177-MotherHub_WTF-22,12.9875238,77.8022383,22,4332
truck,6178-MotherHub_ABL-22,30.396612,76.8116,22,4332
truck,6179-MotherHub_AMD-22,22.8978044,72.5902141,22,4332
truck,6180-MotherHub_BAM-22,28.545321,77.02914,22,4332
truck,6181-MotherHub_BBI-22,20.295471,85.84707,22,4332
truck,6182-MotherHub_BHI-22,19.2374896,73.0361464,22,4332
truck,6183-MotherHub_BIL-22,19.2374987,73.0362352,22,4332
truck,6184-MotherHub_BLP-22,28.294166,76.855804,22,4332
truck,6185-MotherHub_BLR-22,12.9842798,77.8242648,22,4332
truck,6186-MotherHub_BNO-22,28.544563,77.031259,22,4332
truck,6187-MotherHub_CHN-22,13.04591,80.067723,22,4332
truck,6188-MotherHub_DEL-22,28.52497,77.290408,22,4332
truck,6189-MotherHub_DKN-22,22.739951,88.317675,22,4332
truck,6190-MotherHub_IDR-22,22.777113,75.9021171,22,4332
truck,6191-MotherHub_IXR-22,23.352715,85.343538,22,4332
truck,6192-MotherHub_JAI-22,26.948928,75.761927,22,4332
truck,6193-Motherhub_JIG-22,12.7831062,77.6446188,22,4332
truck,6194-MotherHub_KNG-22,13.0608816,77.743673,22,4332
truck,6195-MotherHub_KOL-22,22.708183,88.28565,22,4332
truck,6196-MotherHub_LKO-22,26.755912,80.910939,22,4332
truck,6197-MotherHub_MED-22,17.580519,78.469527,22,4332
truck,6198-MotherHub_MUM-22,19.1170238,72.8580558,22,4332
truck,6199-MotherHub_PAT-22,25.587197,85.185842,22,4332
truck,6200-MotherHub_PTD-22,28.303142,76.82796,22,4332
truck,6201-MotherHub_PTI-22,28.294166,76.855804,22,4332
truck,6202-MotherHub_PUNE-22,18.6087917,73.7268817,22,4332
truck,6203-MotherHub_PZH-22,13.378015,80.117251,22,4332
truck,6204-MotherHub_RAI-22,22.056106,82.171855,22,4332
truck,6205-MotherHub_STV-22,21.0895987,72.900005,22,4332
truck,6206-MotherHub_WTF-22,12.9875238,77.8022383,22,4332
truck,6207-MotherHub_ABL-24,30.396612,76.8116,24,4726
truck,6208-MotherHub_AMD-24,22.8978044,72.5902141,24,4726
truck,6209-MotherHub_BAM-24,28.545321,77.02914,24,4726
truck,6210-MotherHub_BBI-24,20.295471,85.84707,24,4726
truck,6211-MotherHub_BHI-24,19.2374896,73.0361464,24,4726
truck,6212-MotherHub_BIL-24,19.2374987,73.0362352,24,4726
truck,6213-MotherHub_BLP-24,28.294166,76.855804,24,4726
truck,6214-MotherHub_BLR-24,12.9842798,77.8242648,24,4726
truck,6215-MotherHub_BNO-24,28.544563,77.031259,24,4726
truck,6216-MotherHub_CHN-24,13.04591,80.067723,24,4726
truck,6217-MotherHub_DEL-24,28.52497,77.290408,24,4726
truck,6218-MotherHub_DKN-24,22.739951,88.317675,24,4726
truck,6219-MotherHub_IDR-24,22.777113,75.9021171,24,4726
truck,6220-MotherHub_IXR-24,23.352715,85.343538,24,4726
truck,6221-MotherHub_JAI-24,26.948928,75.761927,24,4726
truck,6222-Motherhub_JIG-24,12.7831062,77.6446188,24,4726
truck,6223-MotherHub_KNG-24,13.0608816,77.743673,24,4726
truck,6224-MotherHub_KOL-24,22.708183,88.28565,24,4726
truck,6225-MotherHub_LKO-24,26.755912,80.910939,24,4726
truck,6226-MotherHub_MED-24,17.580519,78.469527,24,4726
truck,6227-MotherHub_MUM-24,19.1170238,72.8580558,24,4726
truck,6228-MotherHub_PAT-24,25.587197,85.185842,24,4726
truck,6229-MotherHub_PTD-24,28.303142,76.82796,24,4726
truck,6230-MotherHub_PTI-24,28.294166,76.855804,24,4726
truck,6231-MotherHub_PUNE-24,18.6087917,73.7268817,24,4726
truck,6232-MotherHub_PZH-24,13.378015,80.117251,24,4726
truck,6233-MotherHub_RAI-24,22.056106,82.171855,24,4726
truck,6234-MotherHub_STV-24,21.0895987,72.900005,24,4726
truck,6235-MotherHub_WTF-24,12.9875238,77.8022383,24,4726
truck,6236-MotherHub_ABL-24,30.396612,76.8116,24,4726
truck,6237-MotherHub_AMD-24,22.8978044,72.5902141,24,4726
truck,6238-MotherHub_BAM-24,28.545321,77.02914,24,4726
truck,6239-MotherHub_BBI-24,20.295471,85.84707,24,4726
truck,6240-MotherHub_BHI-24,19.2374896,73.0361464,24,4726
truck,6241-MotherHub_BIL-24,19.2374987,73.0362352,24,4726
truck,6242-MotherHub_BLP-24,28.294166,76.855804,24,4726
truck,6243-MotherHub_BLR-24,12.9842798,77.8242648,24,4726
truck,6244-MotherHub_BNO-24,28.544563,77.031259,24,4726
truck,6245-MotherHub_CHN-24,13.04591,80.067723,24,4726
truck,6246-MotherHub_DEL-24,28.52497,77.290408,24,4726
truck,6247-MotherHub_DKN-24,22.739951,88.317675,24,4726
truck,6248-MotherHub_IDR-24,22.777113,75.9021171,24,4726
truck,6249-MotherHub_IXR-24,23.352715,85.343538,24,4726
truck,6250-MotherHub_JAI-24,26.948928,75.761927,24,4726
truck,6251-Motherhub_JIG-24,12.7831062,77.6446188,24,4726
truck,6252-MotherHub_KNG-24,13.0608816,77.743673,24,4726
truck,6253-MotherHub_KOL-24,22.708183,88.28565,24,4726
truck,6254-MotherHub_LKO-24,26.755912,80.910939,24,4726
truck,6255-MotherHub_MED-24,17.580519,78.469527,24,4726
truck,6256-MotherHub_MUM-24,19.1170238,72.8580558,24,4726
truck,6257-MotherHub_PAT-24,25.587197,85.185842,24,4726
truck,6258-MotherHub_PTD-24,28.303142,76.82796,24,4726
truck,6259-MotherHub_PTI-24,28.294166,76.855804,24,4726
truck,6260-MotherHub_PUNE-24,18.6087917,73.7268817,24,4726
truck,6261-MotherHub_PZH-24,13.378015,80.117251,24,4726
truck,6262-MotherHub_RAI-24,22.056106,82.171855,24,4726
truck,6263-MotherHub_STV-24,21.0895987,72.900005,24,4726
truck,6264-MotherHub_WTF-24,12.9875238,77.8022383,24,4726
truck,6265-MotherHub_ABL-28,30.396612,76.8116,28,5514
truck,6266-MotherHub_AMD-28,22.8978044,72.5902141,28,5514
truck,6267-MotherHub_BAM-28,28.545321,77.02914,28,5514
truck,6268-MotherHub_BBI-28,20.295471,85.84707,28,5514
truck,6269-MotherHub_BHI-28,19.2374896,73.0361464,28,5514
truck,6270-MotherHub_BIL-28,19.2374987,73.0362352,28,5514
truck,6271-MotherHub_BLP-28,28.294166,76.855804,28,5514
truck,6272-MotherHub_BLR-28,12.9842798,77.8242648,28,5514
truck,6273-MotherHub_BNO-28,28.544563,77.031259,28,5514
truck,6274-MotherHub_CHN-28,13.04591,80.067723,28,5514
truck,6275-MotherHub_DEL-28,28.52497,77.290408,28,5514
truck,6276-MotherHub_DKN-28,22.739951,88.317675,28,5514
truck,6277-MotherHub_IDR-28,22.777113,75.9021171,28,5514
truck,6278-MotherHub_IXR-28,23.352715,85.343538,28,5514
truck,6279-MotherHub_JAI-28,26.948928,75.761927,28,5514
truck,6280-Motherhub_JIG-28,12.7831062,77.6446188,28,5514
truck,6281-MotherHub_KNG-28,13.0608816,77.743673,28,5514
truck,6282-MotherHub_KOL-28,22.708183,88.28565,28,5514
truck,6283-MotherHub_LKO-28,26.755912,80.910939,28,5514
truck,6284-MotherHub_MED-28,17.580519,78.469527,28,5514
truck,6285-MotherHub_MUM-28,19.1170238,72.8580558,28,5514
truck,6286-MotherHub_PAT-28,25.587197,85.185842,28,5514
truck,6287-MotherHub_PTD-28,28.303142,76.82796,28,5514
truck,6288-MotherHub_PTI-28,28.294166,76.855804,28,5514
truck,6289-MotherHub_PUNE-28,18.6087917,73.7268817,28,5514
truck,6290-MotherHub_PZH-28,13.378015,80.117251,28,5514
truck,6291-MotherHub_RAI-28,22.056106,82.171855,28,5514
truck,6292-MotherHub_STV-28,21.0895987,72.900005,28,5514
truck,6293-MotherHub_WTF-28,12.9875238,77.8022383,28,5514
truck,6294-MotherHub_ABL-28,30.396612,76.8116,28,5514
truck,6295-MotherHub_AMD-28,22.8978044,72.5902141,28,5514
truck,6296-MotherHub_BAM-28,28.545321,77.02914,28,5514
truck,6297-MotherHub_BBI-28,20.295471,85.84707,28,5514
truck,6298-MotherHub_BHI-28,19.2374896,73.0361464,28,5514
truck,6299-MotherHub_BIL-28,19.2374987,73.0362352,28,5514
truck,6300-MotherHub_BLP-28,28.294166,76.855804,28,5514
truck,6301-MotherHub_BLR-28,12.9842798,77.8242648,28,5514
truck,6302-MotherHub_BNO-28,28.544563,77.031259,28,5514
truck,6303-MotherHub_CHN-28,13.04591,80.067723,28,5514
truck,6304-MotherHub_DEL-28,28.52497,77.290408,28,5514
truck,6305-MotherHub_DKN-28,22.739951,88.317675,28,5514
truck,6306-MotherHub_IDR-28,22.777113,75.9021171,28,5514
truck,6307-MotherHub_IXR-28,23.352715,85.343538,28,5514
truck,6308-MotherHub_JAI-28,26.948928,75.761927,28,5514
truck,6309-Motherhub_JIG-28,12.7831062,77.6446188,28,5514
truck,6310-MotherHub_KNG-28,13.0608816,77.743673,28,5514
truck,6311-MotherHub_KOL-28,22.708183,88.28565,28,5514
truck,6312-MotherHub_LKO-28,26.755912,80.910939,28,5514
truck,6313-MotherHub_MED-28,17.580519,78.469527,28,5514
truck,6314-MotherHub_MUM-28,19.1170238,72.8580558,28,5514
truck,6315-MotherHub_PAT-28,25.587197,85.185842,28,5514
truck,6316-MotherHub_PTD-28,28.303142,76.82796,28,5514
truck,6317-MotherHub_PTI-28,28.294166,76.855804,28,5514
truck,6318-MotherHub_PUNE-28,18.6087917,73.7268817,28,5514
truck,6319-MotherHub_PZH-28,13.378015,80.117251,28,5514
truck,6320-MotherHub_RAI-28,22.056106,82.171855,28,5514
truck,6321-MotherHub_STV-28,21.0895987,72.900005,28,5514
truck,6322-MotherHub_WTF-28,12.9875238,77.8022383,28,5514
truck,6323-MotherHub_ABL-32,30.396612,76.8116,32,6302
truck,6324-MotherHub_AMD-32,22.8978044,72.5902141,32,6302
truck,6325-MotherHub_BAM-32,28.545321,77.02914,32,6302
truck,6326-MotherHub_BBI-32,20.295471,85.84707,32,6302
truck,6327-MotherHub_BHI-32,19.2374896,73.0361464,32,6302
truck,6328-MotherHub_BIL-32,19.2374987,73.0362352,32,6302
truck,6329-MotherHub_BLP-32,28.294166,76.855804,32,6302
truck,6330-MotherHub_BLR-32,12.9842798,77.8242648,32,6302
truck,6331-MotherHub_BNO-32,28.544563,77.031259,32,6302
truck,6332-MotherHub_CHN-32,13.04591,80.067723,32,6302
truck,6333-MotherHub_DEL-32,28.52497,77.290408,32,6302
truck,6334-MotherHub_DKN-32,22.739951,88.317675,32,6302
truck,6335-MotherHub_IDR-32,22.777113,75.9021171,32,6302
truck,6336-MotherHub_IXR-32,23.352715,85.343538,32,6302
truck,6337-MotherHub_JAI-32,26.948928,75.761927,32,6302
truck,6338-Motherhub_JIG-32,12.7831062,77.6446188,32,6302
truck,6339-MotherHub_KNG-32,13.0608816,77.743673,32,6302
truck,6340-MotherHub_KOL-32,22.708183,88.28565,32,6302
truck,6341-MotherHub_LKO-32,26.755912,80.910939,32,6302
truck,6342-MotherHub_MED-32,17.580519,78.469527,32,6302
truck,6343-MotherHub_MUM-32,19.1170238,72.8580558,32,6302
truck,6344-MotherHub_PAT-32,25.587197,85.185842,32,6302
truck,6345-MotherHub_PTD-32,28.303142,76.82796,32,6302
truck,6346-MotherHub_PTI-32,28.294166,76.855804,32,6302
truck,6347-MotherHub_PUNE-32,18.6087917,73.7268817,32,6302
truck,6348-MotherHub_PZH-32,13.378015,80.117251,32,6302
truck,6349-MotherHub_RAI-32,22.056106,82.171855,32,6302
truck,6350-MotherHub_STV-32,21.0895987,72.900005,32,6302
truck,6351-MotherHub_WTF-32,12.9875238,77.8022383,32,6302
truck,6352-MotherHub_ABL-32,30.396612,76.8116,32,6302
truck,6353-MotherHub_AMD-32,22.8978044,72.5902141,32,6302
truck,6354-MotherHub_BAM-32,28.545321,77.02914,32,6302
truck,6355-MotherHub_BBI-32,20.295471,85.84707,32,6302
truck,6356-MotherHub_BHI-32,19.2374896,73.0361464,32,6302
truck,6357-MotherHub_BIL-32,19.2374987,73.0362352,32,6302
truck,6358-MotherHub_BLP-32,28.294166,76.855804,32,6302
truck,6359-MotherHub_BLR-32,12.9842798,77.8242648,32,6302
truck,6360-MotherHub_BNO-32,28.544563,77.031259,32,6302
truck,6361-MotherHub_CHN-32,13.04591,80.067723,32,6302
truck,6362-MotherHub_DEL-32,28.52497,77.290408,32,6302
truck,6363-MotherHub_DKN-32,22.739951,88.317675,32,6302
truck,6364-MotherHub_IDR-32,22.777113,75.9021171,32,6302
truck,6365-MotherHub_IXR-32,23.352715,85.343538,32,6302
truck,6366-MotherHub_JAI-32,26.948928,75.761927,32,6302
truck,6367-Motherhub_JIG-32,12.7831062,77.6446188,32,6302
truck,6368-MotherHub_KNG-32,13.0608816,77.743673,32,6302
truck,6369-MotherHub_KOL-32,22.708183,88.28565,32,6302
truck,6370-MotherHub_LKO-32,26.755912,80.910939,32,6302
truck,6371-MotherHub_MED-32,17.580519,78.469527,32,6302
truck,6372-MotherHub_MUM-32,19.1170238,72.8580558,32,6302
truck,6373-MotherHub_PAT-32,25.587197,85.185842,32,6302
truck,6374-MotherHub_PTD-32,28.303142,76.82796,32,6302
truck,6375-MotherHub_PTI-32,28.294166,76.855804,32,6302
truck,6376-MotherHub_PUNE-32,18.6087917,73.7268817,32,6302
truck,6377-MotherHub_PZH-32,13.378015,80.117251,32,6302
truck,6378-MotherHub_RAI-32,22.056106,82.171855,32,6302
truck,6379-MotherHub_STV-32,21.0895987,72.900005,32,6302
truck,6380-MotherHub_WTF-32,12.9875238,77.8022383,32,6302
truck,6381-MotherHub_ABL-TATA-ZIP,30.396612,76.8116,TATA-ZIP,462
truck,6382-MotherHub_AMD-TATA-ZIP,22.8978044,72.5902141,TATA-ZIP,462
truck,6383-MotherHub_BAM-TATA-ZIP,28.545321,77.02914,TATA-ZIP,462
truck,6384-MotherHub_BBI-TATA-ZIP,20.295471,85.84707,TATA-ZIP,462
truck,6385-MotherHub_BHI-TATA-ZIP,19.2374896,73.0361464,TATA-ZIP,462
truck,6386-MotherHub_BIL-TATA-ZIP,19.2374987,73.0362352,TATA-ZIP,462
truck,6387-MotherHub_BLP-TATA-ZIP,28.294166,76.855804,TATA-ZIP,462
truck,6388-MotherHub_BLR-TATA-ZIP,12.9842798,77.8242648,TATA-ZIP,462
truck,6389-MotherHub_BNO-TATA-ZIP,28.544563,77.031259,TATA-ZIP,462
truck,6390-MotherHub_CHN-TATA-ZIP,13.04591,80.067723,TATA-ZIP,462
truck,6391-MotherHub_DEL-TATA-ZIP,28.52497,77.290408,TATA-ZIP,462
truck,6392-MotherHub_DKN-TATA-ZIP,22.739951,88.317675,TATA-ZIP,462
truck,6393-MotherHub_IDR-TATA-ZIP,22.777113,75.9021171,TATA-ZIP,462
truck,6394-MotherHub_IXR-TATA-ZIP,23.352715,85.343538,TATA-ZIP,462
truck,6395-MotherHub_JAI-TATA-ZIP,26.948928,75.761927,TATA-ZIP,462
truck,6396-Motherhub_JIG-TATA-ZIP,12.7831062,77.6446188,TATA-ZIP,462
truck,6397-MotherHub_KNG-TATA-ZIP,13.0608816,77.743673,TATA-ZIP,462
truck,6398-MotherHub_KOL-TATA-ZIP,22.708183,88.28565,TATA-ZIP,462
truck,6399-MotherHub_LKO-TATA-ZIP,26.755912,80.910939,TATA-ZIP,462
truck,6400-MotherHub_MED-TATA-ZIP,17.580519,78.469527,TATA-ZIP,462
truck,6401-MotherHub_MUM-TATA-ZIP,19.1170238,72.8580558,TATA-ZIP,462
truck,6402-MotherHub_PAT-TATA-ZIP,25.587197,85.185842,TATA-ZIP,462
truck,6403-MotherHub_PTD-TATA-ZIP,28.303142,76.82796,TATA-ZIP,462
truck,6404-MotherHub_PTI-TATA-ZIP,28.294166,76.855804,TATA-ZIP,462
truck,6405-MotherHub_PUNE-TATA-ZIP,18.6087917,73.7268817,TATA-ZIP,462
truck,6406-MotherHub_PZH-TATA-ZIP,13.378015,80.117251,TATA-ZIP,462
truck,6407-MotherHub_RAI-TATA-ZIP,22.056106,82.171855,TATA-ZIP,462
truck,6408-MotherHub_STV-TATA-ZIP,21.0895987,72.900005,TATA-ZIP,462
truck,6409-MotherHub_WTF-TATA-ZIP,12.9875238,77.8022383,TATA-ZIP,462
truck,6410-MotherHub_ABL-TATA-ZIP,30.396612,76.8116,TATA-ZIP,462
truck,6411-MotherHub_AMD-TATA-ZIP,22.8978044,72.5902141,TATA-ZIP,462
truck,6412-MotherHub_BAM-TATA-ZIP,28.545321,77.02914,TATA-ZIP,462
truck,6413-MotherHub_BBI-TATA-ZIP,20.295471,85.84707,TATA-ZIP,462
truck,6414-MotherHub_BHI-TATA-ZIP,19.2374896,73.0361464,TATA-ZIP,462
truck,6415-MotherHub_BIL-TATA-ZIP,19.2374987,73.0362352,TATA-ZIP,462
truck,6416-MotherHub_BLP-TATA-ZIP,28.294166,76.855804,TATA-ZIP,462
truck,6417-MotherHub_BLR-TATA-ZIP,12.9842798,77.8242648,TATA-ZIP,462
truck,6418-MotherHub_BNO-TATA-ZIP,28.544563,77.031259,TATA-ZIP,462
truck,6419-MotherHub_CHN-TATA-ZIP,13.04591,80.067723,TATA-ZIP,462
truck,6420-MotherHub_DEL-TATA-ZIP,28.52497,77.290408,TATA-ZIP,462
truck,6421-MotherHub_DKN-TATA-ZIP,22.739951,88.317675,TATA-ZIP,462
truck,6422-MotherHub_IDR-TATA-ZIP,22.777113,75.9021171,TATA-ZIP,462
truck,6423-MotherHub_IXR-TATA-ZIP,23.352715,85.343538,TATA-ZIP,462
truck,6424-MotherHub_JAI-TATA-ZIP,26.948928,75.761927,TATA-ZIP,462
truck,6425-Motherhub_JIG-TATA-ZIP,12.7831062,77.6446188,TATA-ZIP,462
truck,6426-MotherHub_KNG-TATA-ZIP,13.0608816,77.743673,TATA-ZIP,462
truck,6427-MotherHub_KOL-TATA-ZIP,22.708183,88.28565,TATA-ZIP,462
truck,6428-MotherHub_LKO-TATA-ZIP,26.755912,80.910939,TATA-ZIP,462
truck,6429-MotherHub_MED-TATA-ZIP,17.580519,78.469527,TATA-ZIP,462
truck,6430-MotherHub_MUM-TATA-ZIP,19.1170238,72.8580558,TATA-ZIP,462
truck,6431-MotherHub_PAT-TATA-ZIP,25.587197,85.185842,TATA-ZIP,462
truck,6432-MotherHub_PTD-TATA-ZIP,28.303142,76.82796,TATA-ZIP,462
truck,6433-MotherHub_PTI-TATA-ZIP,28.294166,76.855804,TATA-ZIP,462
truck,6434-MotherHub_PUNE-TATA-ZIP,18.6087917,73.7268817,TATA-ZIP,462
truck,6435-MotherHub_PZH-TATA-ZIP,13.378015,80.117251,TATA-ZIP,462
truck,6436-MotherHub_RAI-TATA-ZIP,22.056106,82.171855,TATA-ZIP,462
truck,6437-MotherHub_STV-TATA-ZIP,21.0895987,72.900005,TATA-ZIP,462
truck,6438-MotherHub_WTF-TATA-ZIP,12.9875238,77.8022383,TATA-ZIP,462
truck,6439-MotherHub_ABL-TATA-ACE,30.396612,76.8116,TATA-ACE,769
truck,6440-MotherHub_AMD-TATA-ACE,22.8978044,72.5902141,TATA-ACE,769
truck,6441-MotherHub_BAM-TATA-ACE,28.545321,77.02914,TATA-ACE,769
truck,6442-MotherHub_BBI-TATA-ACE,20.295471,85.84707,TATA-ACE,769
truck,6443-MotherHub_BHI-TATA-ACE,19.2374896,73.0361464,TATA-ACE,769
truck,6444-MotherHub_BIL-TATA-ACE,19.2374987,73.0362352,TATA-ACE,769
truck,6445-MotherHub_BLP-TATA-ACE,28.294166,76.855804,TATA-ACE,769
truck,6446-MotherHub_BLR-TATA-ACE,12.9842798,77.8242648,TATA-ACE,769
truck,6447-MotherHub_BNO-TATA-ACE,28.544563,77.031259,TATA-ACE,769
truck,6448-MotherHub_CHN-TATA-ACE,13.04591,80.067723,TATA-ACE,769
truck,6449-MotherHub_DEL-TATA-ACE,28.52497,77.290408,TATA-ACE,769
truck,6450-MotherHub_DKN-TATA-ACE,22.739951,88.317675,TATA-ACE,769
truck,6451-MotherHub_IDR-TATA-ACE,22.777113,75.9021171,TATA-ACE,769
truck,6452-MotherHub_IXR-TATA-ACE,23.352715,85.343538,TATA-ACE,769
truck,6453-MotherHub_JAI-TATA-ACE,26.948928,75.761927,TATA-ACE,769
truck,6454-Motherhub_JIG-TATA-ACE,12.7831062,77.6446188,TATA-ACE,769
truck,6455-MotherHub_KNG-TATA-ACE,13.0608816,77.743673,TATA-ACE,769
truck,6456-MotherHub_KOL-TATA-ACE,22.708183,88.28565,TATA-ACE,769
