Type,key,src_lat,src_long,dest_lat,dest_long,src_mh,dest_mh,Ready_time,Load,delivery_time,act_src,act_dest
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-13.9855555555556,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,50348,456,331148,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-17.9336111111111,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,64561,744,345361,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-19.6308333333333,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,70671,295,351471,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-20.0286111111111,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,72103,587,352903,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-21.2561111111111,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,76522,286,357322,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_PTI-3,22.708183,88.28565,28.294166,76.855804,MOTHERHUB_KOL,MOTHERHUB_PTI,10800,2391,291600,MOTHERHUB_KOL,MOTHERHUB_PTI
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-13.9855555555556,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,50348,57,331148,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-17.9336111111111,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,64561,78,345361,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-19.6308333333333,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,70671,38,351471,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-20.0286111111111,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,72103,94,352903,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-21.2561111111111,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,76522,23,357322,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_KOL-MOTHERHUB_STV-3,22.708183,88.28565,22.8978044,72.5902141,MOTHERHUB_KOL,MOTHERHUB_STV,10800,173,291600,MOTHERHUB_KOL,MOTHERHUB_AMD
Shipment,MOTHERHUB_MED-MOTHERHUB_AMD-3,17.580519,78.469527,19.2374987,73.0362352,MOTHERHUB_MED,MOTHERHUB_AMD,10800,746,291600,MOTHERHUB_MED,MOTHERHUB_BIL
Shipment,MOTHERHUB_MED-MOTHERHUB_BIL-3,17.580519,78.469527,19.2374987,73.0362352,MOTHERHUB_MED,MOTHERHUB_BIL,10800,4645,291600,MOTHERHUB_MED,MOTHERHUB_BIL
Shipment,MOTHERHUB_MED-MOTHERHUB_BLR-3,17.580519,78.469527,12.9842798,77.8242648,MOTHERHUB_MED,MOTHERHUB_BLR,10800,8239,291600,MOTHERHUB_MED,MOTHERHUB_BLR
Shipment,MOTHERHUB_MED-MOTHERHUB_CHN-3,17.580519,78.469527,13.04591,80.067723,MOTHERHUB_MED,MOTHERHUB_CHN,10800,1577,291600,MOTHERHUB_MED,MOTHERHUB_CHN
Shipment,MOTHERHUB_MED-MOTHERHUB_JAI-3,17.580519,78.469527,28.294166,76.855804,MOTHERHUB_MED,MOTHERHUB_JAI,10800,781,291600,MOTHERHUB_MED,MOTHERHUB_PTI
Shipment,MOTHERHUB_MED-MOTHERHUB_KOL-3,17.580519,78.469527,22.708183,88.28565,MOTHERHUB_MED,MOTHERHUB_KOL,10800,5181,291600,MOTHERHUB_MED,MOTHERHUB_KOL
Shipment,MOTHERHUB_MED-MOTHERHUB_PTI-3,17.580519,78.469527,28.294166,76.855804,MOTHERHUB_MED,MOTHERHUB_PTI,10800,6419,291600,MOTHERHUB_MED,MOTHERHUB_PTI
Shipment,MOTHERHUB_MED-MOTHERHUB_STV-3,17.580519,78.469527,19.2374987,73.0362352,MOTHERHUB_MED,MOTHERHUB_STV,10800,239,291600,MOTHERHUB_MED,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_AMD-10.4113888888889,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_AMD,37481,41,318281,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_AMD-18.4802777777778,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_AMD,66529,59,347329,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_AMD-21.0261111111111,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_AMD,75694,36,356494,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_AMD-3,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_AMD,10800,4534,291600,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_BIL-10.4113888888889,28.294166,76.855804,19.2374987,73.0362352,MOTHERHUB_PTI,MOTHERHUB_BIL,37481,237,318281,MOTHERHUB_PTI,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_BIL-18.4802777777778,28.294166,76.855804,19.2374987,73.0362352,MOTHERHUB_PTI,MOTHERHUB_BIL,66529,242,347329,MOTHERHUB_PTI,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_BIL-21.0261111111111,28.294166,76.855804,19.2374987,73.0362352,MOTHERHUB_PTI,MOTHERHUB_BIL,75694,163,356494,MOTHERHUB_PTI,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_BIL-3-0,28.294166,76.855804,19.2374987,73.0362352,MOTHERHUB_PTI,MOTHERHUB_BIL,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_BIL-3-1,28.294166,76.855804,19.2374987,73.0362352,MOTHERHUB_PTI,MOTHERHUB_BIL,10800,7751,291600,MOTHERHUB_PTI,MOTHERHUB_BIL
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-10.4113888888889,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,37481,323,318281,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-18.4802777777778,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,66529,334,347329,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-21.0261111111111,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,75694,231,356494,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-3-0,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-3-1,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-3-2,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_BLR-3-4,28.294166,76.855804,12.9842798,77.8242648,MOTHERHUB_PTI,MOTHERHUB_BLR,10800,607,291600,MOTHERHUB_PTI,MOTHERHUB_BLR
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-10.4113888888889,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,37481,44,318281,MOTHERHUB_PTI,MOTHERHUB_CHN
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-18.4802777777778,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,66529,48,347329,MOTHERHUB_PTI,MOTHERHUB_CHN
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-21.0261111111111,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,75694,33,356494,MOTHERHUB_PTI,MOTHERHUB_CHN
Shipment,MOTHERHUB_PTI-MOTHERHUB_CHN-3,28.294166,76.855804,13.04591,80.067723,MOTHERHUB_PTI,MOTHERHUB_CHN,10800,4707,291600,MOTHERHUB_PTI,MOTHERHUB_CHN
Shipment,MOTHERHUB_PTI-MOTHERHUB_JAI-10.4113888888889,28.294166,76.855804,26.948928,75.761927,MOTHERHUB_PTI,MOTHERHUB_JAI,37481,73,318281,MOTHERHUB_PTI,MOTHERHUB_JAI
Shipment,MOTHERHUB_PTI-MOTHERHUB_JAI-18.4802777777778,28.294166,76.855804,26.948928,75.761927,MOTHERHUB_PTI,MOTHERHUB_JAI,66529,168,347329,MOTHERHUB_PTI,MOTHERHUB_JAI
Shipment,MOTHERHUB_PTI-MOTHERHUB_JAI-21.0261111111111,28.294166,76.855804,26.948928,75.761927,MOTHERHUB_PTI,MOTHERHUB_JAI,75694,53,356494,MOTHERHUB_PTI,MOTHERHUB_JAI
Shipment,MOTHERHUB_PTI-MOTHERHUB_JAI-3,28.294166,76.855804,26.948928,75.761927,MOTHERHUB_PTI,MOTHERHUB_JAI,10800,5272,291600,MOTHERHUB_PTI,MOTHERHUB_JAI
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-10.4113888888889,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,37481,232,318281,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-18.4802777777778,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,66529,305,347329,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-21.0261111111111,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,75694,159,356494,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-3-0,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-3-1,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-3-2,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_KOL-3-3,28.294166,76.855804,22.708183,88.28565,MOTHERHUB_PTI,MOTHERHUB_KOL,10800,1780,291600,MOTHERHUB_PTI,MOTHERHUB_KOL
Shipment,MOTHERHUB_PTI-MOTHERHUB_MED-10.4113888888889,28.294166,76.855804,17.580519,78.469527,MOTHERHUB_PTI,MOTHERHUB_MED,37481,104,318281,MOTHERHUB_PTI,MOTHERHUB_MED
Shipment,MOTHERHUB_PTI-MOTHERHUB_MED-18.4802777777778,28.294166,76.855804,17.580519,78.469527,MOTHERHUB_PTI,MOTHERHUB_MED,66529,112,347329,MOTHERHUB_PTI,MOTHERHUB_MED
Shipment,MOTHERHUB_PTI-MOTHERHUB_MED-21.0261111111111,28.294166,76.855804,17.580519,78.469527,MOTHERHUB_PTI,MOTHERHUB_MED,75694,73,356494,MOTHERHUB_PTI,MOTHERHUB_MED
Shipment,MOTHERHUB_PTI-MOTHERHUB_MED-3-0,28.294166,76.855804,17.580519,78.469527,MOTHERHUB_PTI,MOTHERHUB_MED,10800,9000,291600,MOTHERHUB_PTI,MOTHERHUB_MED
Shipment,MOTHERHUB_PTI-MOTHERHUB_MED-3-1,28.294166,76.855804,17.580519,78.469527,MOTHERHUB_PTI,MOTHERHUB_MED,10800,1129,291600,MOTHERHUB_PTI,MOTHERHUB_MED
Shipment,MOTHERHUB_PTI-MOTHERHUB_STV-10.4113888888889,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_STV,37481,31,102281,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_STV-18.4802777777778,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_STV,66529,113,131329,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_STV-21.0261111111111,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_STV,75694,40,140494,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_PTI-MOTHERHUB_STV-3,28.294166,76.855804,22.8978044,72.5902141,MOTHERHUB_PTI,MOTHERHUB_STV,10800,1169,75600,MOTHERHUB_PTI,MOTHERHUB_AMD
Shipment,MOTHERHUB_STV-MOTHERHUB_AMD-3,21.0895987,72.900005,22.8978044,72.5902141,MOTHERHUB_STV,MOTHERHUB_AMD,10800,455,291600,MOTHERHUB_STV,MOTHERHUB_AMD
Shipment,MOTHERHUB_STV-MOTHERHUB_BIL-3,21.0895987,72.900005,19.2374987,73.0362352,MOTHERHUB_STV,MOTHERHUB_BIL,10800,1885,291600,MOTHERHUB_STV,MOTHERHUB_BIL
Shipment,MOTHERHUB_STV-MOTHERHUB_BLR-3,19.2374987,73.0362352,12.9842798,77.8242648,MOTHERHUB_STV,MOTHERHUB_BLR,44640,2746,325440,MOTHERHUB_BIL,MOTHERHUB_BLR
Shipment,MOTHERHUB_STV-MOTHERHUB_CHN-3,19.2374987,73.0362352,13.04591,80.067723,MOTHERHUB_STV,MOTHERHUB_CHN,44640,442,325440,MOTHERHUB_BIL,MOTHERHUB_CHN
Shipment,MOTHERHUB_STV-MOTHERHUB_JAI-3,21.0895987,72.900005,28.294166,76.855804,MOTHERHUB_STV,MOTHERHUB_JAI,10800,335,75600,MOTHERHUB_STV,MOTHERHUB_PTI
Shipment,MOTHERHUB_STV-MOTHERHUB_KOL-3,22.8978044,72.5902141,22.708183,88.28565,MOTHERHUB_STV,MOTHERHUB_KOL,42840,3242,323640,MOTHERHUB_AMD,MOTHERHUB_KOL
Shipment,MOTHERHUB_STV-MOTHERHUB_MED-3,19.2374987,73.0362352,17.580519,78.469527,MOTHERHUB_STV,MOTHERHUB_MED,44640,796,325440,MOTHERHUB_BIL,MOTHERHUB_MED
Shipment,MOTHERHUB_STV-MOTHERHUB_PTI-3,21.0895987,72.900005,28.294166,76.855804,MOTHERHUB_STV,MOTHERHUB_PTI,10800,2996,291600,MOTHERHUB_STV,MOTHERHUB_PTI
