Facility,DH name,Cutoff,Time ,Geocoding       DH City,Geocoding LZN Classification,Metro/ ROI/    NE-J&K,REGULAR SLA,SLOW SLA,REGULAR LPHT,LPHT,Transit Time,Reach Time,Reach Time,Start Time,Reach New,Connection Time ,Connection,Difference,Difference hrs,New Difference,Comments,New LPHT
fkl-Pataudi,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,Rudrapur,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-Pataudi,MathuraHub_MTH,MathuraHub_MTH,11:00:00 PM,Mathura,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,11:00:00 PM,0.96,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,AgraHub_AGR,AgraHub_AGR,10:00:00 PM,Agra,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-Pataudi,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-Pataudi,PinkCityHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Bahadurgarh,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-delhi,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Bahadurgarh,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 AM,0.42,0.63,15,14,Improve,Lpht at 8p.m
fkl-Pataudi,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Bahadurgarh,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-bilaspur,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Sampla,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Sampla,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Sampla,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Ladwa,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Ladwa,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Ladwa,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Hansi,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Hansi,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Hansi,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Mayar,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Mayar,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Mayar,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Agroha,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Agroha,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,HissarHub_HSS,HissarHub_HSS,09:00:00 PM,Agroha,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Indri,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Indri,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Indri,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Smalkha,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Smalkha,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Smalkha,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Pattikalyana,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Pattikalyana,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Pattikalyana,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Thermal Project,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Thermal Project,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Thermal Project,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Sec-29 and Shiwa village,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Sec-29 and Shiwa village,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,PanipatHub_PPT,PanipatHub_PPT,09:45:00 PM,Sec-29 and Shiwa village,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Taraori,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Taraori,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Taraori,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Nilokheri,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Nilokheri,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,Nilokheri,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,Pinjore,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,Pinjore,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,Pinjore,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Ladwa,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Ladwa,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Ladwa,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,BadshahpurHub_DEL,MotherHub_BAM,10:00:00 AM,SOHNA,Z,,1,1,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
fkl-bilaspur,JindHub_JND,JindHub_JND,09:00:00 PM,Pillukhera,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,JindHub_JND,JindHub_JND,09:00:00 PM,Pillukhera,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,JindHub_JND,JindHub_JND,09:00:00 PM,Pillukhera,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,JindHub_JND,JindHub_JND,09:00:00 PM,UCHANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,JindHub_JND,JindHub_JND,09:00:00 PM,UCHANA,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,JindHub_JND,JindHub_JND,09:00:00 PM,UCHANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,JindHub_JND,JindHub_JND,09:00:00 PM,NARWANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,JindHub_JND,JindHub_JND,09:00:00 PM,NARWANA,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,JindHub_JND,JindHub_JND,09:00:00 PM,NARWANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Gola,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Gola,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Gola,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Shahzadpur,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Shahzadpur,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Shahzadpur,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,NARAINGARH,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,NARAINGARH,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,NARAINGARH,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,Kalayat,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,Kalayat,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,Kalayat,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,DERABASSI,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,DERABASSI,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,DERABASSI,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,GOHANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,GOHANA,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,GOHANA,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-delhi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,1,1,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-bilaspur,BhiwaniHub_DEL,BhiwaniHub_DEL,09:00:00 PM,CHARKHI DADRI,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,BhiwaniHub_DEL,BhiwaniHub_DEL,09:00:00 PM,CHARKHI DADRI,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,BhiwaniHub_DEL,BhiwaniHub_DEL,09:00:00 PM,CHARKHI DADRI,Z,,1,1,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,1,1,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,1,1,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,AMER,Z,,1,1,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-delhi,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,AMER,Z,,1,1,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,AMER,Z,,1,1,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,1,1,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,10:00:00 AM,0.42,0.5,12,11,Improve,Lpht at 8p.m
fkl-delhi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,1,1,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,1,1,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,10:00:00 AM,0.42,0.54,13,12,Improve,Lpht at 8p.m
fkl-bilaspur,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,DADRI,Z,,1,1,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,10:00:00 AM,0.42,0.5,12,11,Improve,Lpht at 8p.m
fkl-delhi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,DADRI,Z,,1,1,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,DADRI,Z,,1,1,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,10:00:00 AM,0.42,0.54,13,12,Improve,Lpht at 8p.m
fkl-bilaspur,SirsaHub_SRS,SirsaHub_SRS,09:00:00 PM,Sirsa,Z,,2,2,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,09:00:00 PM,0.88,0.13,3,2,Not possible,Reduce by 1 hr
fkl-bilaspur,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,Rupnagar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Mohali,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,AmritsarHub_ATQ,AmritsarHub_ATQ,08:30:00 PM,Amritsar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,2,2,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,2,2,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,HoshiarpurHub_HAP,HoshiarpurHub_HAP,10:00:00 PM,Hoshiarpur,Z,,2,2,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,Bathinda,Z,,2,2,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
